,User-ID,Location,Age
0,7158,"omaha, nebraska, usa",30
20,8253,"tulsa, oklahoma, usa",26
55,11676,"n/a, n/a, n/a",
699,12589,"lincoln, nebraska, usa",
701,13279,"moodus, connecticut, usa",
707,19371,"royal oak, michigan, usa",52
708,23768,"st. louis, missouri, usa",45
734,24878,"ottawa, ontario, canada",
738,27617,"beaverton, ontario, canada",32
753,30261,"manchester, missouri, usa",27
758,30711,"sydney, new south wales, australia",32
777,35845,"rochester, new hampshire, usa",
780,63507,"lomita, california, usa",
788,64679,"buffalo grove, illinois, usa",
794,85993,"portland, oregon, usa",40
816,91761,"minneapolis, minnesota, usa",
822,99720,"dahlonega, georgia, usa",
836,139064,"wylie, texas, usa",
838,141444,"west springfield, massachusetts,",
881,152376,"boston, massachusetts, usa",38
883,153718,"round lake, illinois, usa",27
912,154992,"maryland heights, missouri, usa",40
921,158295,"cleveland, ohio, usa",
1018,167812,"vancouver, washington, usa",38
1036,169699,"vadnais heights, minnesota, usa",40
1045,169784,"cincinnati, ohio, usa",52
1046,172539,"lakewood, california, usa",
1052,181687,"austin, texas, usa",29
1089,185233,"winnemucca, nevada, usa",31
1116,187863,"greenwood, south carolina, usa",33
1137,190374,"kamloops, british columbia, canada",38
1149,192095,"madison, wisconsin, usa",50
1152,200226,"burlington, ontario, canada",39
1214,201036,"virginia beach, virginia, usa",
1218,208671,"simi valley, california, usa",
1251,218875,"wilkes-barre, pennsylvania, usa",28
1254,239135,"mobile, alabama, usa",39
1255,240756,"guyton, georgia, usa",41
1260,245568,"springport, michigan, usa",
1269,248477,"dandridge, tennessee, usa",17
1288,265383,"awendaw, south carolina, usa",
1291,268540,"st. louis, missouri, usa",19
1295,268751,"sheboygan, wisconsin, usa",34
1301,16877,"houston, arkansas, usa",37
1305,17975,"fargo, north dakota, usa",
1306,20806,"union, kentucky, usa",
1308,21356,"westwood, new jersey, usa",56
1318,22625,"lynbrook, new york, usa",54
1360,29168,"beacon, new york, usa",
1363,31315,"henryville, indiana, usa",34
1410,32188,"st. louis, missouri, usa",51
1417,33974,"barnhart, missouri, usa",24
1428,34588,"west linn, oregon, usa",
1447,53220,"fullerton, california, usa",36
1486,53614,"barreiro, barreiro, portugal",30
1509,60337,"st. marys, georgia, usa",50
1521,64436,"san ramon, california, usa",36
1542,75819,"west falls, new york, usa",
1570,76151,"sioux falls, south dakota, usa",49
1597,76351,"clarksville, tennessee, usa",34
1606,76851,"saginaw, michigan, usa",31
1607,100471,"new albany, indiana, usa",39
1614,100846,"plainfield, illinois, usa",39
1635,101226,"corsicana, texas, usa",59
1637,104051,"vacaville, california, usa",29
1644,109180,"huntington beach, california,",60
1646,111174,"austin, texas, usa",
1667,111358,"cameron, west virginia, usa",69
1669,113425,"chicago, illinois, usa",47
1671,114368,"mechanicsville, maryland, usa",33
1755,115003,"asheville, north carolina, usa",43
1802,115435,"cincinnati, ohio, usa",30
1827,116904,"san antonio, texas, usa",38
1842,125519,"irvine, california, usa",40
1878,130571,"summerville, south carolina, usa",
1909,136439,"palm bay, florida, usa",36
1911,140358,"san diego, california, usa",
1988,141719,"houston, texas, usa",
1995,145641,"madison, new jersey, usa",
2012,147224,"mechanicsburg, pennsylvania, usa",41
2024,149069,"struthers, ohio, usa",30
2039,152354,"boston, massachusetts, usa",
2041,187256,"citrus heights, california, usa",
2086,187621,"leidschendam, zuid-holland, netherlands",39
2088,193778,"dallas, georgia, usa",
