,ISBN,User-ID,Book-Rating
0,034545104X,2313,5
1,034545104X,8680,5
2,034545104X,10314,9
3,034545104X,77480,8
4,034545104X,98391,9
5,034545104X,115435,5
6,034545104X,128045,7
7,034545104X,128276,5
8,034545104X,188513,4
9,034545104X,208406,6
10,034545104X,210597,9
11,034545104X,227886,3
12,034545104X,240144,3
13,034545104X,243142,9
14,034545104X,244420,8
15,034545104X,257492,5
16,034545104X,260897,3
17,034545104X,274925,7
18,0446520802,7158,10
19,0446520802,8253,10
20,0446520802,11676,10
21,0446520802,13279,10
22,0446520802,23768,6
23,0446520802,24878,7
24,0446520802,27617,9
25,0446520802,30261,10
26,0446520802,30711,6
27,0446520802,63507,8
28,0446520802,64679,6
29,0446520802,85993,10
30,0446520802,91761,6
31,0446520802,99720,9
32,0446520802,141444,7
33,0446520802,153718,7
34,0446520802,154992,8
35,0446520802,158295,8
36,0446520802,167812,10
37,0446520802,169699,8
38,0446520802,172539,7
39,0446520802,181687,9
40,0446520802,185233,7
41,0446520802,187863,5
42,0446520802,190374,8
43,0446520802,200226,9
44,0446520802,201036,9
45,0446520802,208671,9
46,0446520802,218875,8
47,0446520802,240756,9
48,0446520802,245568,2
49,0446520802,248477,6
50,0446520802,265383,10
51,0446520802,268540,10
52,0446520802,268751,10
53,038550120X,11676,10
54,038550120X,16877,9
55,038550120X,21356,7
56,038550120X,22625,10
57,038550120X,31315,6
58,038550120X,32188,8
59,038550120X,33974,8
60,038550120X,34588,5
61,038550120X,53220,8
62,038550120X,53614,8
63,038550120X,60337,8
64,038550120X,64436,9
65,038550120X,75819,8
66,038550120X,76151,10
67,038550120X,76351,10
68,038550120X,100846,8
69,038550120X,109180,10
70,038550120X,111174,6
71,038550120X,114368,9
72,038550120X,115003,8
73,038550120X,115435,8
74,038550120X,116904,10
75,038550120X,125519,9
76,038550120X,130571,8
77,038550120X,140358,5
78,038550120X,141719,7
79,038550120X,145641,7
80,038550120X,147224,5
81,038550120X,149069,10
82,038550120X,152354,6
83,038550120X,187256,9
84,038550120X,193778,10
85,038550120X,197206,5
86,038550120X,198213,8
87,038550120X,200422,8
88,038550120X,203506,1
89,038550120X,210485,7
90,038550120X,212568,9
91,038550120X,215988,10
92,038550120X,218615,7
93,038550120X,235146,10
94,038550120X,240643,9
95,038550120X,251164,7
96,038550120X,252820,7
97,038550120X,253780,10
98,038550120X,254053,10
99,038550120X,259259,9
100,038550120X,259629,8
101,038550120X,265202,8
102,0425115801,2288,10
103,0425115801,4938,9
104,0425115801,9856,7
105,0425115801,13552,10
106,0425115801,16795,8
107,0425115801,25981,10
108,0425115801,31826,10
109,0425115801,48025,7
110,0425115801,55789,6
111,0425115801,58224,10
112,0425115801,68185,6
113,0425115801,101620,10
114,0425115801,107784,5
115,0425115801,124474,5
116,0425115801,133738,8
117,0425115801,135045,9
118,0425115801,152099,7
119,0425115801,154944,10
120,0425115801,158295,7
121,0425115801,168064,8
122,0425115801,171968,8
123,0425115801,175978,8
124,0425115801,184299,9
125,0425115801,185722,10
126,0425115801,208671,8
127,0425115801,212427,9
128,0425115801,216683,8
129,0425115801,224146,9
130,0425115801,235684,8
131,0425115801,246000,8
132,0425115801,250016,10
133,0425115801,257024,10
134,0425115801,260699,10
135,0449006522,278026,8
136,0449006522,243,6
137,0449006522,11676,8
138,0449006522,16106,8
139,0449006522,16795,7
140,0449006522,22045,8
141,0449006522,23459,9
142,0449006522,23511,10
143,0449006522,28222,8
144,0449006522,30029,7
145,0449006522,38660,10
146,0449006522,48025,10
147,0449006522,53575,5
148,0449006522,61216,9
149,0449006522,92810,7
150,0449006522,114662,7
151,0449006522,119631,8
152,0449006522,129489,10
153,0449006522,163690,8
154,0449006522,169181,5
155,0449006522,181687,9
156,0449006522,187517,8
157,0449006522,193458,7
158,0449006522,208829,8
159,0449006522,219683,5
160,0449006522,225199,9
161,0449006522,231252,9
162,0449006522,232945,8
163,0449006522,276038,10
164,0553561618,12824,8
165,0553561618,23872,5
166,0553561618,26620,6
167,0553561618,31315,9
168,0553561618,48025,7
169,0553561618,48046,7
170,0553561618,52472,8
171,0553561618,55892,8
172,0553561618,70052,7
173,0553561618,70415,8
174,0553561618,76102,6
175,0553561618,78973,6
176,0553561618,84795,8
177,0553561618,110373,7
178,0553561618,143837,8
179,0553561618,144478,7
180,0553561618,154469,10
181,0553561618,158295,7
182,0553561618,179718,9
183,0553561618,182085,5
184,0553561618,200226,7
185,0553561618,201969,4
186,0553561618,207349,9
187,0553561618,213523,8
188,0553561618,217318,5
189,0553561618,220597,6
190,0553561618,238419,8
191,0553561618,238889,5
192,0553561618,251843,10
193,0553561618,252347,8
194,055356451X,11676,9
195,055356451X,17859,10
196,055356451X,26516,9
197,055356451X,30972,8
198,055356451X,72636,9
199,055356451X,76102,6
200,055356451X,78973,7
201,055356451X,84795,5
202,055356451X,87712,6
203,055356451X,93179,10
204,055356451X,95049,7
205,055356451X,112845,5
206,055356451X,113270,9
207,055356451X,126736,4
208,055356451X,137688,8
209,055356451X,144619,6
210,055356451X,148590,9
211,055356451X,152186,8
212,055356451X,157247,7
213,055356451X,158295,7
214,055356451X,169699,7
215,055356451X,173481,8
216,055356451X,179718,9
217,055356451X,190459,6
218,055356451X,196891,10
219,055356451X,207971,9
220,055356451X,208382,8
221,055356451X,208568,10
222,055356451X,223326,7
223,055356451X,225087,10
224,055356451X,225449,9
225,055356451X,245534,7
226,055356451X,247664,7
227,055356451X,247752,10
228,055356451X,251843,10
229,055356451X,254144,9
230,055356451X,258185,9
231,055356451X,258270,10
232,055356451X,258884,5
233,055356451X,261780,7
234,055356451X,262541,8
235,0060517794,278843,7
236,0060517794,4017,10
237,0060517794,26883,7
238,0060517794,34987,8
239,0060517794,37227,10
240,0060517794,52584,8
241,0060517794,86548,10
242,0060517794,96357,5
243,0060517794,110382,8
244,0060517794,135149,7
245,0060517794,147528,9
246,0060517794,164323,6
247,0060517794,164956,5
248,0060517794,201697,9
249,0060517794,202277,8
250,0060517794,246634,8
251,0451192001,20119,10
252,0451192001,26057,10
253,0451192001,79961,9
254,0451192001,83287,10
255,0451192001,95658,10
256,0451192001,108485,8
257,0451192001,126604,6
258,0451192001,168047,10
259,0451192001,201684,7
260,0451192001,209756,5
261,0451192001,231210,8
262,0451192001,274056,10
263,0609801279,73681,8
264,0609801279,129503,7
265,0609801279,169600,7
266,0609801279,261015,8
267,0671537458,11676,8
268,0671537458,12982,7
269,0671537458,28634,8
270,0671537458,59209,8
271,0671537458,69405,7
272,0671537458,114544,6
273,0671537458,137589,7
274,0671537458,144038,8
275,0671537458,148314,9
276,0671537458,163326,8
277,0671537458,209756,6
278,0671537458,252695,8
279,0671537458,274056,7
280,0679776818,6073,9
281,0679776818,11676,8
282,0679776818,30511,7
283,0679776818,62464,6
284,0679776818,92853,9
285,0679776818,139462,5
286,0679776818,142479,10
287,0679776818,186848,8
288,0679776818,221655,7
289,0679776818,225986,9
290,0679776818,226965,5
291,0679776818,234288,7
292,0679776818,268618,6
293,0684867621,276964,8
294,0684867621,1585,4
295,0684867621,11676,3
296,0684867621,17950,5
297,0684867621,23768,6
298,0684867621,25981,10
299,0684867621,31315,9
300,0684867621,32483,8
301,0684867621,33580,3
302,0684867621,35859,6
303,0684867621,44893,7
304,0684867621,50895,7
305,0684867621,51992,9
306,0684867621,69389,8
307,0684867621,76151,10
308,0684867621,105214,8
309,0684867621,108005,8
310,0684867621,110973,9
311,0684867621,130950,8
312,0684867621,135149,6
313,0684867621,152435,8
314,0684867621,161039,5
315,0684867621,161234,6
316,0684867621,165866,9
317,0684867621,172331,6
318,0684867621,176348,7
319,0684867621,178914,4
320,0684867621,184532,6
321,0684867621,185011,9
322,0684867621,185233,5
323,0684867621,188171,9
324,0684867621,214315,10
325,0684867621,224435,4
326,0684867621,230581,8
327,0684867621,236283,10
328,0684867621,241980,10
329,0684867621,252071,8
330,0684867621,253580,7
331,0684867621,262040,7
332,0684867621,263877,8
333,0684867621,270906,2
334,0451166892,11629,8
335,0451166892,16634,10
336,0451166892,21404,8
337,0451166892,22625,9
338,0451166892,28204,10
339,0451166892,33179,10
340,0451166892,38281,8
341,0451166892,48025,9
342,0451166892,55075,10
343,0451166892,66591,10
344,0451166892,67515,5
345,0451166892,68156,10
346,0451166892,78783,10
347,0451166892,79942,10
348,0451166892,86145,7
349,0451166892,87141,8
350,0451166892,93179,9
351,0451166892,94985,8
352,0451166892,95921,8
353,0451166892,106225,10
354,0451166892,114216,10
355,0451166892,114988,7
356,0451166892,120082,6
357,0451166892,125878,10
358,0451166892,126296,9
359,0451166892,133935,6
360,0451166892,135776,7
361,0451166892,140294,7
362,0451166892,141210,8
363,0451166892,142121,10
364,0451166892,149908,8
365,0451166892,156150,10
366,0451166892,163851,9
367,0451166892,164675,8
368,0451166892,170154,9
369,0451166892,172512,9
370,0451166892,172539,9
371,0451166892,172742,8
372,0451166892,189279,10
373,0451166892,190831,10
374,0451166892,192479,7
375,0451166892,198011,8
376,0451166892,199515,9
377,0451166892,204790,8
378,0451166892,207339,8
379,0451166892,207727,5
380,0451166892,209229,5
381,0451166892,217740,8
382,0451166892,223156,10
383,0451166892,228579,7
384,0451166892,231857,9
385,0451166892,243951,9
386,0451166892,246507,10
387,0451166892,251844,10
388,0451166892,265751,10
389,034544003X,98391,9
390,034544003X,146345,8
