,User-ID,Location,Age
0,7158,"omaha, nebraska, usa",30
20,8253,"tulsa, oklahoma, usa",26
55,11676,"n/a, n/a, n/a",
699,13279,"moodus, connecticut, usa",
705,23768,"st. louis, missouri, usa",45
731,24878,"ottawa, ontario, canada",
735,27617,"beaverton, ontario, canada",32
750,30261,"manchester, missouri, usa",27
755,30711,"sydney, new south wales, australia",32
774,63507,"lomita, california, usa",
782,64679,"buffalo grove, illinois, usa",
788,85993,"portland, oregon, usa",40
810,91761,"minneapolis, minnesota, usa",
816,99720,"dahlonega, georgia, usa",
830,141444,"west springfield, massachusetts,",
873,153718,"round lake, illinois, usa",27
902,154992,"maryland heights, missouri, usa",40
911,158295,"cleveland, ohio, usa",
1008,167812,"vancouver, washington, usa",38
1026,169699,"vadnais heights, minnesota, usa",40
1035,172539,"lakewood, california, usa",
1041,181687,"austin, texas, usa",29
1078,185233,"winnemucca, nevada, usa",31
1105,187863,"greenwood, south carolina, usa",33
1126,190374,"kamloops, british columbia, canada",38
1138,200226,"burlington, ontario, canada",39
1200,201036,"virginia beach, virginia, usa",
1204,208671,"simi valley, california, usa",
1237,218875,"wilkes-barre, pennsylvania, usa",28
1240,240756,"guyton, georgia, usa",41
1245,245568,"springport, michigan, usa",
1254,248477,"dandridge, tennessee, usa",17
1273,265383,"awendaw, south carolina, usa",
1276,268540,"st. louis, missouri, usa",19
1280,268751,"sheboygan, wisconsin, usa",34
1286,16877,"houston, arkansas, usa",37
1290,21356,"westwood, new jersey, usa",56
1300,22625,"lynbrook, new york, usa",54
1342,31315,"henryville, indiana, usa",34
1389,32188,"st. louis, missouri, usa",51
1396,33974,"barnhart, missouri, usa",24
1407,34588,"west linn, oregon, usa",
1426,53220,"fullerton, california, usa",36
1465,53614,"barreiro, barreiro, portugal",30
1488,60337,"st. marys, georgia, usa",50
1500,64436,"san ramon, california, usa",36
1521,75819,"west falls, new york, usa",
1549,76151,"sioux falls, south dakota, usa",49
1576,76351,"clarksville, tennessee, usa",34
1585,100846,"plainfield, illinois, usa",39
1606,109180,"huntington beach, california,",60
1608,111174,"austin, texas, usa",
1629,114368,"mechanicsville, maryland, usa",33
1713,115003,"asheville, north carolina, usa",43
1760,115435,"cincinnati, ohio, usa",30
1785,116904,"san antonio, texas, usa",38
1800,125519,"irvine, california, usa",40
1836,130571,"summerville, south carolina, usa",
1867,140358,"san diego, california, usa",
1944,141719,"houston, texas, usa",
1951,145641,"madison, new jersey, usa",
1968,147224,"mechanicsburg, pennsylvania, usa",41
1980,149069,"struthers, ohio, usa",30
1995,152354,"boston, massachusetts, usa",
1997,187256,"citrus heights, california, usa",
2042,193778,"dallas, georgia, usa",
2060,197206,"virginia beach, virginia, usa",
2072,198213,"williamsburg/norfolk, virginia, usa",19
2083,200422,"plainfield, illinois, usa",29
2091,203506,"rye brook, new york, usa",18
2096,210485,"carmichael, california, usa",35
2151,212568,"huntington beach, california, usa",
2152,215988,"lake oswego, oregon, usa",42
2176,218615,"snoqualmie, washington, usa",
2184,235146,"oak park, illinois, usa",39
2191,240643,"niceville, florida, usa",
2202,251164,"trabuco canyon, california, usa",59
2221,252820,"montreal, quebec, canada",33
2236,253780,"fredericton, new brunswick,",25
2238,254053,"hackettstown, new jersey, usa",27
2244,259259,"woodruff, south carolina, usa",30
2259,259629,"carrollton, texas, usa",51
2286,265202,"manchester, vermont, usa",38
2288,2288,"spring hill, tennessee, usa",30
2293,4938,"charleston, south carolina, usa",30
