,User-ID,Location,Age
0,7158,"omaha, nebraska, usa",30
18,8253,"tulsa, oklahoma, usa",26
47,11676,"n/a, n/a, n/a",
492,12589,"lincoln, nebraska, usa",
494,13279,"moodus, connecticut, usa",
498,19371,"royal oak, michigan, usa",52
499,23768,"st. louis, missouri, usa",45
518,24878,"ottawa, ontario, canada",
521,27617,"beaverton, ontario, canada",32
529,30261,"manchester, missouri, usa",27
533,30711,"sydney, new south wales, australia",32
551,35845,"rochester, new hampshire, usa",
553,63507,"lomita, california, usa",
560,64679,"buffalo grove, illinois, usa",
566,85993,"portland, oregon, usa",40
580,91761,"minneapolis, minnesota, usa",
586,99720,"dahlonega, georgia, usa",
596,139064,"wylie, texas, usa",
598,141444,"west springfield, massachusetts,",
632,152376,"boston, massachusetts, usa",38
634,153718,"round lake, illinois, usa",27
654,154992,"maryland heights, missouri, usa",40
661,158295,"cleveland, ohio, usa",
730,167812,"vancouver, washington, usa",38
745,169699,"vadnais heights, minnesota, usa",40
753,169784,"cincinnati, ohio, usa",52
754,172539,"lakewood, california, usa",
760,181687,"austin, texas, usa",29
790,185233,"winnemucca, nevada, usa",31
809,187863,"greenwood, south carolina, usa",33
830,190374,"kamloops, british columbia, canada",38
840,192095,"madison, wisconsin, usa",50
843,200226,"burlington, ontario, canada",39
894,201036,"virginia beach, virginia, usa",
898,208671,"simi valley, california, usa",
924,218875,"wilkes-barre, pennsylvania, usa",28
926,239135,"mobile, alabama, usa",39
927,240756,"guyton, georgia, usa",41
932,245568,"springport, michigan, usa",
939,248477,"dandridge, tennessee, usa",17
956,265383,"awendaw, south carolina, usa",
959,268540,"st. louis, missouri, usa",19
961,268751,"sheboygan, wisconsin, usa",34
964,16877,"houston, arkansas, usa",37
968,17975,"fargo, north dakota, usa",
969,20806,"union, kentucky, usa",
971,21356,"westwood, new jersey, usa",56
979,22625,"lynbrook, new york, usa",54
1020,29168,"beacon, new york, usa",
1023,31315,"henryville, indiana, usa",34
1052,32188,"st. louis, missouri, usa",51
1059,33974,"barnhart, missouri, usa",24
1068,34588,"west linn, oregon, usa",
1085,53220,"fullerton, california, usa",36
1115,53614,"barreiro, barreiro, portugal",30
1134,60337,"st. marys, georgia, usa",50
1144,64436,"san ramon, california, usa",36
1163,75819,"west falls, new york, usa",
1189,76151,"sioux falls, south dakota, usa",49
1206,76351,"clarksville, tennessee, usa",34
1212,76851,"saginaw, michigan, usa",31
1213,100471,"new albany, indiana, usa",39
1220,100846,"plainfield, illinois, usa",39
1238,101226,"corsicana, texas, usa",59
1240,104051,"vacaville, california, usa",29
1244,109180,"huntington beach, california,",60
1246,111174,"austin, texas, usa",
1262,111358,"cameron, west virginia, usa",69
1264,113425,"chicago, illinois, usa",47
1265,114368,"mechanicsville, maryland, usa",33
1313,115003,"asheville, north carolina, usa",43
1352,115435,"cincinnati, ohio, usa",30
1373,116904,"san antonio, texas, usa",38
1386,125519,"irvine, california, usa",40
1417,130571,"summerville, south carolina, usa",
1442,136439,"palm bay, florida, usa",36
1443,140358,"san diego, california, usa",
1502,141719,"houston, texas, usa",
1509,145641,"madison, new jersey, usa",
1524,147224,"mechanicsburg, pennsylvania, usa",41
1533,149069,"struthers, ohio, usa",30
