,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
0,034545104X,Flesh Tones: A Novel,M. J. Rose,2002,Ballantine Books
28,0446520802,The Notebook,Nicholas Sparks,1996,Warner Books
84,038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday
165,0425115801,Lightning,Dean R. Koontz,1996,Berkley Publishing Group
206,0449006522,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books
257,0553561618,Dark Paradise,TAMI HOAG,1994,Bantam
298,055356451X,Night Sins,TAMI HOAG,1995,Bantam
354,0786013990,At the Edge,David Dun,2002,Pinnacle Books
357,0060517794,Little Altars Everywhere,Rebecca Wells,2003,HarperTorch
387,0451192001,How Stella Got Her Groove Back,Terry McMillan,1997,Signet Book
406,0609801279,The Law of Love,Laura Esquivel,1997,Three Rivers Press (CA)
413,0671537458,Waiting to Exhale,Terry McMillan,1995,Pocket
430,0679776818,Birdsong: A Novel of Love and War,Sebastian Faulks,1997,Vintage Books USA
451,3596218098,Reise nach Ixtlan. Die Lehre des Don Juan.,Carlos Castaneda,1998,"Fischer (Tb.), Frankfurt"
452,0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner
512,0451166892,The Pillars of the Earth,Ken Follett,1996,Signet Book
599,034544003X,Southampton Row (Charlotte &amp; Thomas Pitt Novels (Hardcover)),Anne Perry,2002,Ballantine Books
605,0380711524,See Jane Run,Joy Fielding,1992,Avon
621,0451167317,The Dark Half,Stephen King,1994,Signet Book
689,3442424216,"Ich, Prinzessin aus dem Hause Al Saud. Ein Leben hinter tausend Schleiern.",Jean P. Sasson,1994,Goldmann
691,3453092007,Die zweite Haut.,Dean Koontz,1995,Heyne
694,0140279091,Saving Private Ryan,Max Allan Collins,1998,Penguin Books Ltd
697,0553572369,Pay Dirt (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1996,Bantam
705,0571058086,Waiting for Godot,Samuel Beckett,0,Faber Faber Inc
708,3499230933,Adressat unbekannt.,Kathrine Kressmann Taylor,2002,Rowohlt Tb.
714,3442136644,Endlich Nichtraucher.,Allen Carr,1992,Goldmann
717,0345443683,"Blackwood Farm (Rice, Anne, Vampire Chronicles.)",ANNE RICE,2003,Ballantine Books
737,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
943,055310666X,False Memory,Dean R. Koontz,1999,Bantam Books
957,0330332775,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK)
1029,3423084049,Der Englishche Patient,Michael Ondaatje,0,Deutscher Taschenbuch Verlag (DTV)
1037,3446202102,Der GeschichtenverkÃ?Â¤ufer.,Jostein Gaarder,2002,Hanser Belletristik
1040,349915398X,Hasenherz. Roman.,John Updike,1976,Rowohlt Tb.
1042,3548603203,Artemis Fowl.,Eoin Colfer,2003,Ullstein TB-Vlg
1052,0061054143,The X-Files: Goblins,Charles Grant,1994,HarperEntertainment
1060,0061054151,Whirlwind (The X-Files),Charles Grant,1995,HarperEntertainment
1080,0061056774,The X-Files: Ground Zero,Kevin J. Anderson,1996,HarperEntertainment
1092,0671021346,"Blooded (Buffy the Vampire Slayer, Book 5)",Christopher Golden,1998,Simon Spotlight Entertainment
1093,0671024108,Speaking in Tongues,Jeffery Deaver,2002,Pocket
1121,0064405176,Walk Two Moons,Sharon Creech,1996,HarperTrophy
1150,0439104769,Bloomability,Sharon Creech,0,Scholastic Inc
1154,0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling
1235,0440414121,The Watsons Go to Birmingham - 1963 (Yearling Newbery),CHRISTOPHER PAUL CURTIS,1997,Yearling
1244,8426449476,El Diaro De Bridget Jones,Helen Fielding,1996,Lumen Espana
1249,0812571029,Uther (Camulod Chronicles),Jack Whyte,2001,Tor Books
1252,0671749609,PERFUME : PERFUME,Patrick Suskind,1991,Washington Square Press
1264,0140062718,The Rebel Angels,Robertson Davies,1983,Penguin Books
1274,0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade
1327,0141310340,Skin and Other Stories (Now in Speak!),Roald Dahl,2002,Puffin Books
1331,0375821813,Hoot (Newbery Honor Book),CARL HIAASEN,2002,Knopf Books for Young Readers
1341,038076041X,A Kid's Guide to How to Save the Planet (Camelot world),Billy Goodman,1990,Harpercollins Juvenile Books
1345,0439087597,The Last Book in the Universe,Rodman Philbrick,2002,Scholastic Signature
1353,0439401399,The Contest,Gordon Korman,2002,Scholastic
1356,0689804458,A String in the Harp,Nancy Bond,1996,Aladdin
1360,0786812508,The Sandy Bottom Orchestra,Jenny Nilson,1998,Hyperion Books for Children
1363,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids
1437,2070403734,Les Confessions: Livres I Ã?Â  IV,Jean-Jacques Rousseau,1997,Gallimard
1438,2253044903,Le Parfum : Histoire d'un meurtrier,Patrick SÃ?Â¼skind,1988,LGF
1458,2253150711,Stupeur Et Tremblements,Amelie Nothomb,2001,Distribooks
1480,2277221678,Maudit Manege,Philippe Djian,0,Kurtzman Sales Inc
1483,0440225825,Move to Strike,Perri O'Shaughnessy,2001,Island
1514,0316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
1596,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
1664,0671876244,"Field of Dishonor (Honor Harrington Series, Book 4)",David Weber,1994,Baen
1667,0380005239,Go Ask Alice (Avon/Flare Book),James Jennings,1991,Avon Books
1688,1593080255,The Picture of Dorian Gray,Oscar Wilde,2003,Barnes &amp; Noble Books-Imports
1692,0385729340,The Second Summer of the Sisterhood,ANN BRASHARES,2003,Delacorte Books for Young Readers
1717,0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
1833,3379015180,Schlafes Bruder,Robert Schneider,1994,"Reclam, Leipzig"
1857,3404145909,Der Stein der Kelten.,Michael Phillips,2001,LÃ?Â¼bbe
1858,3404148576,Nordermoor,Arnaldur Indridason,2003,LÃ?Â¼bbe
1868,3404921178,Nur der Tod ist ohne Makel.,Ann Granger,2002,LÃ?Â¼bbe
1873,3423071516,Der Kleine Hobbit,J. R. R. Tolkien,2002,Distribooks
1886,3442413508,Auf Ehre und Gewissen. Roman.,Elizabeth George,1992,Goldmann
1892,3442422035,Keiner werfe den ersten Stein. Roman.,Elizabeth George,1993,Goldmann
1895,3442435773,Denn keiner ist ohne Schuld.,Elizabeth George,1996,Goldmann
1900,3442437717,Asche zu Asche.,Elizabeth George,1997,Goldmann
1907,3442441080,Im Angesicht des Feindes.,Elizabeth George,1998,Goldmann
1913,3442444020,Denn sie betrÃ?Â¼gt man nicht.,Elizabeth George,1999,Goldmann
1917,3442446414,Mit dem KÃ?Â¼hlschrank durch Irland.,Tony Hawks,2000,Goldmann
1926,3442448530,Die HirnkÃ?Â¶nigin.,Thea Dorn,2001,Goldmann
1932,3442449820,Undank ist der VÃ?Â¤ter Lohn.,Elizabeth George,2001,Goldmann
1937,347354034X,Die Welle,Rhue,1998,"Ullstein-Taschenbuch-Verlag, Zweigniederlassung der Ullstein Buchverlage GmbH"
1943,349912176X,Inspektor Jury kÃ?Â¼Ã?Â?t die Muse. Roman.,Martha Grimes,2003,Rowohlt Tb.
