,User-ID,Location,Age
0,7158,"omaha, nebraska, usa",30
18,8253,"tulsa, oklahoma, usa",26
47,11676,"n/a, n/a, n/a",
492,23768,"st. louis, missouri, usa",45
511,27617,"beaverton, ontario, canada",32
519,30261,"manchester, missouri, usa",27
523,30711,"sydney, new south wales, australia",32
541,85993,"portland, oregon, usa",40
555,141444,"west springfield, massachusetts,",
589,153718,"round lake, illinois, usa",27
609,154992,"maryland heights, missouri, usa",40
616,158295,"cleveland, ohio, usa",
685,167812,"vancouver, washington, usa",38
700,169699,"vadnais heights, minnesota, usa",40
708,181687,"austin, texas, usa",29
738,185233,"winnemucca, nevada, usa",31
757,200226,"burlington, ontario, canada",39
808,208671,"simi valley, california, usa",
834,240756,"guyton, georgia, usa",41
839,248477,"dandridge, tennessee, usa",17
856,268751,"sheboygan, wisconsin, usa",34
859,21356,"westwood, new jersey, usa",56
867,22625,"lynbrook, new york, usa",54
908,31315,"henryville, indiana, usa",34
937,33974,"barnhart, missouri, usa",24
946,34588,"west linn, oregon, usa",
963,53220,"fullerton, california, usa",36
993,53614,"barreiro, barreiro, portugal",30
1012,60337,"st. marys, georgia, usa",50
1022,64436,"san ramon, california, usa",36
1041,75819,"west falls, new york, usa",
1067,76151,"sioux falls, south dakota, usa",49
1084,100846,"plainfield, illinois, usa",39
1102,111174,"austin, texas, usa",
1118,114368,"mechanicsville, maryland, usa",33
1166,115003,"asheville, north carolina, usa",43
1205,115435,"cincinnati, ohio, usa",30
1226,116904,"san antonio, texas, usa",38
1239,125519,"irvine, california, usa",40
1270,130571,"summerville, south carolina, usa",
1295,140358,"san diego, california, usa",
1354,145641,"madison, new jersey, usa",
1369,147224,"mechanicsburg, pennsylvania, usa",41
1378,149069,"struthers, ohio, usa",30
1387,152354,"boston, massachusetts, usa",
1389,187256,"citrus heights, california, usa",
1427,193778,"dallas, georgia, usa",
1440,200422,"plainfield, illinois, usa",29
1446,210485,"carmichael, california, usa",35
1494,215988,"lake oswego, oregon, usa",42
1514,252820,"montreal, quebec, canada",33
1527,254053,"hackettstown, new jersey, usa",27
1532,259629,"carrollton, texas, usa",51
1554,4938,"charleston, south carolina, usa",30
1562,9856,"glendale, colorado, usa",22
1571,13552,"cordova, tennessee, usa",32
1615,16795,"mechanicsville, maryland, usa",47
1742,25981,"nj, new jersey, usa",
1774,31826,"jasper, missouri, usa",54
1825,48025,"concordia, missouri, usa",43
1853,68185,"virginia beach, virginia, usa",22
1861,101620,"brookland, arkansas, usa",
1879,107784,"tarentum, pennsylvania, usa",
1912,135045,"spring, texas, usa",29
1938,152099,"wickenburg, arizona, usa",14
1947,154944,"colony, kansas, usa",33
1950,168064,"fredericton, new brunswick, canada",
1967,171968,"irving, texas, usa",23
1973,184299,"omaha, nebraska, usa",31
1992,185722,"long beach, california, usa",24
2001,216683,"san jose, california, usa",
2026,246000,"saratoga, california, usa",20
2032,260699,"toledo, ohio, usa",42
2038,278026,"east orange, new jersey, usa",56
2047,243,"arden hills, minnesota, usa",
2058,16106,"albany, california, usa",44
2071,23511,"chapel hill, north carolina, usa",56
2085,92810,"manistee, michigan, usa",60
2105,187517,"brooklyn, new york, usa",28
2119,193458,"toronto, ontario, canada",40
