,User-ID,Location,Age
0,10314,"beaverton, oregon, usa",
57,77480,"gig harbor, washington, usa",51
119,98391,"morrow, georgia, usa",52
2283,115435,"cincinnati, ohio, usa",30
2360,128045,"clearwater, florida, usa",41
2373,188513,"brookfield, wisconsin, usa",44
2392,208406,"kansas city, missouri, usa",30
2478,210597,"lake winnebago, missouri, usa",38
2502,240144,"muskego, wisconsin, usa",34
2621,244420,"kenmore, ,",
2669,260897,"chicago, illinois, usa",25
2721,7158,"omaha, nebraska, usa",30
2767,8253,"tulsa, oklahoma, usa",26
2827,11676,"n/a, n/a, n/a",
7421,23768,"st. louis, missouri, usa",45
7520,27617,"beaverton, ontario, canada",32
7558,30261,"manchester, missouri, usa",27
7571,30711,"sydney, new south wales, australia",32
7655,85993,"portland, oregon, usa",40
7709,141444,"west springfield, massachusetts,",
7794,153718,"round lake, illinois, usa",27
7861,154992,"maryland heights, missouri, usa",40
7899,158295,"cleveland, ohio, usa",
8307,167812,"vancouver, washington, usa",38
8341,169699,"vadnais heights, minnesota, usa",40
8374,181687,"austin, texas, usa",29
8435,185233,"winnemucca, nevada, usa",31
8696,200226,"burlington, ontario, canada",39
8863,208671,"simi valley, california, usa",
8954,240756,"guyton, georgia, usa",41
8980,248477,"dandridge, tennessee, usa",17
9047,268751,"sheboygan, wisconsin, usa",34
9077,21356,"westwood, new jersey, usa",56
9101,22625,"lynbrook, new york, usa",54
9181,31315,"henryville, indiana, usa",34
9419,33974,"barnhart, missouri, usa",24
9461,34588,"west linn, oregon, usa",
9505,53220,"fullerton, california, usa",36
9611,53614,"barreiro, barreiro, portugal",30
9646,60337,"st. marys, georgia, usa",50
9708,64436,"san ramon, california, usa",36
9748,75819,"west falls, new york, usa",
9815,76151,"sioux falls, south dakota, usa",49
9989,100846,"plainfield, illinois, usa",39
10057,111174,"austin, texas, usa",
10100,114368,"mechanicsville, maryland, usa",33
10605,115003,"asheville, north carolina, usa",43
10722,116904,"san antonio, texas, usa",38
10751,125519,"irvine, california, usa",40
10832,130571,"summerville, south carolina, usa",
10945,140358,"san diego, california, usa",
11122,145641,"madison, new jersey, usa",
11166,147224,"mechanicsburg, pennsylvania, usa",41
11198,149069,"struthers, ohio, usa",30
11242,152354,"boston, massachusetts, usa",
11256,187256,"citrus heights, california, usa",
11355,193778,"dallas, georgia, usa",
11426,200422,"plainfield, illinois, usa",29
11450,210485,"carmichael, california, usa",35
11601,215988,"lake oswego, oregon, usa",42
11651,252820,"montreal, quebec, canada",33
11732,254053,"hackettstown, new jersey, usa",27
11746,259629,"carrollton, texas, usa",51
11811,4938,"charleston, south carolina, usa",30
11827,9856,"glendale, colorado, usa",22
11874,13552,"cordova, tennessee, usa",32
12071,16795,"mechanicsville, maryland, usa",47
12695,25981,"nj, new jersey, usa",
12872,31826,"jasper, missouri, usa",54
13077,48025,"concordia, missouri, usa",43
13188,68185,"virginia beach, virginia, usa",22
13233,101620,"brookland, arkansas, usa",
13263,107784,"tarentum, pennsylvania, usa",
13529,135045,"spring, texas, usa",29
13590,152099,"wickenburg, arizona, usa",14
13629,154944,"colony, kansas, usa",33
13652,168064,"fredericton, new brunswick, canada",
13698,171968,"irving, texas, usa",23
13720,184299,"omaha, nebraska, usa",31
13825,185722,"long beach, california, usa",24
13854,216683,"san jose, california, usa",
14021,246000,"saratoga, california, usa",20
14034,260699,"toledo, ohio, usa",42
14052,278026,"east orange, new jersey, usa",56
14091,243,"arden hills, minnesota, usa",
14108,16106,"albany, california, usa",44
