,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
0,0446520802,The Notebook,Nicholas Sparks,1996,Warner Books
20,038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday
51,0425115801,Lightning,Dean R. Koontz,1996,Berkley Publishing Group
69,0449006522,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books
83,0553561618,Dark Paradise,TAMI HOAG,1994,Bantam
106,055356451X,Night Sins,TAMI HOAG,1995,Bantam
130,0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner
154,0451166892,The Pillars of the Earth,Ken Follett,1996,Signet Book
187,0451167317,The Dark Half,Stephen King,1994,Signet Book
226,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
329,0330332775,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK)
352,0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling
390,0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade
412,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids
447,0316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
473,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
489,0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
527,0440241537,The King of Torts,JOHN GRISHAM,2003,Dell
547,002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc
586,0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
781,0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday
936,0804106304,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
1006,0971880107,Wild Animus,Rich Shapero,2004,Too Far
1091,0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic
1163,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books
1277,0446310786,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company
1369,0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
1413,0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group
1436,0440220602,The Chamber,John Grisham,1995,Dell Publishing Company
1496,0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books
1526,0671793489,All Around the Town,Mary Higgins Clark,1993,Pocket Star
1551,0671011367,Deja Dead,Kathy Reichs,1998,Pocket
1569,0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy
1591,0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch
1614,0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks
1652,0380731851,Mystic River,Dennis Lehane,2002,HarperTorch
1684,0446605484,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision
1709,0446611212,Violets Are Blue,James Patterson,2002,Warner Vision
1738,0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book
1755,0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press
1795,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
1861,074343627X,Dreamcatcher,Stephen King,2001,Pocket
1880,1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books
1902,0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins
1961,0385503822,The Summons,John Grisham,2002,Doubleday Books
1982,0425189864,Mortal Prey,John Sandford,2003,Berkley Publishing Group
1991,0440241073,The Summons,John Grisham,2002,Dell Publishing Company
2032,0345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey
2095,0671027662,Coast Road: A Novel,Barbara Delinsky,1999,Pocket Books
2105,034541389X,Flesh and Blood,Jonathan Kellerman,2002,Ballantine Books
2123,0449221512,I Is for Innocent,Sue Grafton,1994,Fawcett Books
2154,0670894184,Back Roads,Tawni O'Dell,2000,Viking Books
2166,0425175405,Black Notice,Patricia Daniels Cornwell,2000,Berkley Publishing Group
2193,0440225701,The Street Lawyer,JOHN GRISHAM,1999,Dell
2240,067102423X,Bag of Bones,Stephen King,1999,Pocket
2272,0425178102,Big Trouble,Dave Barry,2001,Berkley Publishing Group
2282,0446609404,Cradle and All,James Patterson,2001,Warner Vision
2311,0446610038,1st to Die: A Novel,James Patterson,2002,Warner Vision
2375,0345404114,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books
2388,0385479565,The Hot Zone,Richard Preston,1995,Anchor
2419,0553580930,A Man in Full,Tom Wolfe,1999,Bantam
2430,0804114986,The Bonesetter's Daughter,Amy Tan,2002,Ballantine Books
2468,0440414806,Holes (Yearling Newbery),LOUIS SACHAR,2000,Yearling
2492,0671042858,The Girl Who Loved Tom Gordon,Stephen King,2000,Pocket
2521,0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA
2554,0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books
2579,0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch
2640,0060987561,I Know This Much Is True,Wally Lamb,1999,Regan Books
2674,0345413881,Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2001,Ballantine Books
2695,0385475721,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese
2707,042511774X,Breathing Lessons,Anne Tyler,1994,Berkley Publishing Group
2728,0440236673,The Brethren,John Grisham,2000,Island
2772,0446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books
2799,0446606189,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books
2832,0446609323,Black Friday,James Patterson,1989,Warner Vision
2847,0449134482,Dances With Wolves,Michael Blake,1990,Fawcett Books
2860,0553268880,The Prince of Tides,Pat Conroy,1987,Bantam Books
2893,0553572997,The Alienist,Caleb Carr,1995,Bantam Books
2936,0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket
3007,0671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner
3054,0679746048,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage
3095,1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,Health Communications
3141,0316969680,The Beach House,James Patterson,2002,"Little, Brown"
3159,0375703861,White Teeth: A Novel,Zadie Smith,2001,Vintage Books USA
3182,0743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster
3200,044023722X,A Painted House,John Grisham,2001,Dell Publishing Company
3263,0312282990,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador
3285,014023313X,The Stone Diaries,Carol Shields,1995,Penguin Books
3308,014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books
3350,038550926X,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,Doubleday
3376,0345443284,While I Was Gone,Sue Miller,1999,Ballantine Books
3419,0316601950,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books
3502,0452282152,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books
3587,0552998486,Chocolat,Joanne Harris,2000,Black Swan
3603,0425154092,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group
3642,0060173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,HarperCollins
3658,0060976845,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial
3723,0156027321,Life of Pi,Yann Martel,2003,Harvest Books
3808,0553576801,The Perfect Husband,LISA GARDNER,1997,Bantam
3827,0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA
3940,0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,1994,Anchor Books/Doubleday
3971,0446608955,A Walk to Remember,Nicholas Sparks,2000,Warner Books
4008,0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam
4035,0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books
4066,0671028375,Fatal Voyage,Kathy Reichs,2002,Pocket
4088,0671683993,The Temple of My Familiar,Alice Walker,1990,Pocket
4099,0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner
4141,0060930535,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial
4194,0060934417,Bel Canto: A Novel,Ann Patchett,2002,Perennial
4250,0061009059,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch
4302,0140067477,The Tao of Pooh,Benjamin Hoff,1983,Penguin Books
4340,014100018X,Chocolat,Joanne Harris,2000,Penguin Books
4367,0142001740,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books
4473,0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks
4522,031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks
4548,0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books
4605,0316168688,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,"Little, Brown"
4626,0316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,Back Bay Books
4671,0316569321,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown"
4716,0316602051,The Jester,James Patterson,2003,"Little, Brown"
4731,0316776963,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books
4784,0316777730,Naked,David Sedaris,1998,Back Bay Books
4804,0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey
4861,0345361792,A Prayer for Owen Meany,John Irving,1990,Ballantine Books
4920,0345413903,The Murder Book,Jonathan Kellerman,2003,Ballantine Books
4941,0345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books
4969,0374199698,Middlesex: A Novel,Jeffrey Eugenides,2002,"Farrar, Straus and Giroux"
4994,0375727132,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003,Vintage
5009,0380710218,Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm)
5040,0380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993,Avon
