,User-ID,Location,Age
0,2313,"cincinnati, ohio, usa",23
23,8680,"st. charles county, missouri, usa",2
37,10314,"beaverton, oregon, usa",
98,77480,"gig harbor, washington, usa",51
172,94362,"northridge, california, usa",39
179,98391,"morrow, georgia, usa",52
4112,112199,"union, kentucky, usa",72
4121,115435,"cincinnati, ohio, usa",30
4210,128045,"clearwater, florida, usa",41
4223,128276,"los angeles, ,",
4233,188513,"brookfield, wisconsin, usa",44
4253,208406,"kansas city, missouri, usa",30
4352,210597,"lake winnebago, missouri, usa",38
4385,227886,"charlotte, north carolina, usa",1
4393,240144,"muskego, wisconsin, usa",34
4566,243142,"westerville, ohio, usa",51
4574,244420,"kenmore, ,",
4627,257492,"san diego, ,",
4643,260897,"chicago, illinois, usa",25
4703,274925,"enfield, connecticut, usa",
4716,7158,"omaha, nebraska, usa",30
4768,8253,"tulsa, oklahoma, usa",26
4837,11676,"n/a, n/a, n/a",
11773,12589,"lincoln, nebraska, usa",
11775,13279,"moodus, connecticut, usa",
11789,19371,"royal oak, michigan, usa",52
11793,23768,"st. louis, missouri, usa",45
11946,24878,"ottawa, ontario, canada",
11958,27617,"beaverton, ontario, canada",32
12015,30261,"manchester, missouri, usa",27
12031,30711,"sydney, new south wales, australia",32
12148,35845,"rochester, new hampshire, usa",
12156,63507,"lomita, california, usa",
12169,64679,"buffalo grove, illinois, usa",
12184,85993,"portland, oregon, usa",40
12244,91761,"minneapolis, minnesota, usa",
12259,99720,"dahlonega, georgia, usa",
12293,139064,"wylie, texas, usa",
12296,141444,"west springfield, massachusetts,",
12387,152376,"boston, massachusetts, usa",38
12389,153718,"round lake, illinois, usa",27
12458,154992,"maryland heights, missouri, usa",40
12510,158295,"cleveland, ohio, usa",
13004,167812,"vancouver, washington, usa",38
13043,169699,"vadnais heights, minnesota, usa",40
13083,169784,"cincinnati, ohio, usa",52
13088,172539,"lakewood, california, usa",
13102,181687,"austin, texas, usa",29
13167,185233,"winnemucca, nevada, usa",31
13642,187863,"greenwood, south carolina, usa",33
13673,190374,"kamloops, british columbia, canada",38
13695,192095,"madison, wisconsin, usa",50
13700,200226,"burlington, ontario, canada",39
13896,201036,"virginia beach, virginia, usa",
13911,208671,"simi valley, california, usa",
14026,218875,"wilkes-barre, pennsylvania, usa",28
14037,239135,"mobile, alabama, usa",39
14040,240756,"guyton, georgia, usa",41
14080,245568,"springport, michigan, usa",
14098,248477,"dandridge, tennessee, usa",17
14169,265383,"awendaw, south carolina, usa",
14182,268540,"st. louis, missouri, usa",19
14200,268751,"sheboygan, wisconsin, usa",34
14238,192101,"paris, ile de france, france",29
14252,16877,"houston, arkansas, usa",37
14261,17975,"fargo, north dakota, usa",
14262,20806,"union, kentucky, usa",
14267,21356,"westwood, new jersey, usa",56
14291,22625,"lynbrook, new york, usa",54
14379,29168,"beacon, new york, usa",
14385,31315,"henryville, indiana, usa",34
14667,32188,"st. louis, missouri, usa",51
14679,33974,"barnhart, missouri, usa",24
14740,34588,"west linn, oregon, usa",
14786,53220,"fullerton, california, usa",36
14900,53614,"barreiro, barreiro, portugal",30
14940,60337,"st. marys, georgia, usa",50
15031,64436,"san ramon, california, usa",36
15072,75819,"west falls, new york, usa",
15164,76151,"sioux falls, south dakota, usa",49
15345,76351,"clarksville, tennessee, usa",34
15358,76851,"saginaw, michigan, usa",31
15360,100471,"new albany, indiana, usa",39
15367,100846,"plainfield, illinois, usa",39
15446,101226,"corsicana, texas, usa",59
15453,104051,"vacaville, california, usa",29
15465,109180,"huntington beach, california,",60
15472,111174,"austin, texas, usa",
15527,111358,"cameron, west virginia, usa",69
15532,113425,"chicago, illinois, usa",47
15534,114368,"mechanicsville, maryland, usa",33
16110,115003,"asheville, north carolina, usa",43
16263,116904,"san antonio, texas, usa",38
16298,125519,"irvine, california, usa",40
16393,130571,"summerville, south carolina, usa",
16515,136439,"palm bay, florida, usa",36
16522,140358,"san diego, california, usa",
16711,141719,"houston, texas, usa",
16729,145641,"madison, new jersey, usa",
16797,147224,"mechanicsburg, pennsylvania, usa",41
16833,149069,"struthers, ohio, usa",30
16888,152354,"boston, massachusetts, usa",
16906,187256,"citrus heights, california, usa",
17013,187621,"leidschendam, zuid-holland, netherlands",39
17019,193778,"dallas, georgia, usa",
17096,197206,"virginia beach, virginia, usa",
17117,198213,"williamsburg/norfolk, virginia, usa",19
17139,200422,"plainfield, illinois, usa",29
17164,203506,"rye brook, new york, usa",18
17177,210485,"carmichael, california, usa",35
17348,212568,"huntington beach, california, usa",
17363,215988,"lake oswego, oregon, usa",42
17422,218615,"snoqualmie, washington, usa",
17439,235146,"oak park, illinois, usa",39
17459,240643,"niceville, florida, usa",
17482,251164,"trabuco canyon, california, usa",59
17513,252820,"montreal, quebec, canada",33
17613,253780,"fredericton, new brunswick,",25
17617,254053,"hackettstown, new jersey, usa",27
17633,258334,"pinckney, michigan, usa",31
17636,259259,"woodruff, south carolina, usa",30
17663,259629,"carrollton, texas, usa",51
17733,265202,"manchester, vermont, usa",38
17742,2288,"spring hill, tennessee, usa",30
17756,4938,"charleston, south carolina, usa",30
17777,9856,"glendale, colorado, usa",22
17833,13552,"cordova, tennessee, usa",32
18045,16795,"mechanicsville, maryland, usa",47
18865,25545,"hollsopple, pennsylvania, usa",33
18876,25981,"nj, new jersey, usa",
19141,31826,"jasper, missouri, usa",54
19442,48025,"concordia, missouri, usa",43
19577,55789,"pittsburgh, pennsylvania, usa",35
19588,58224,"lake park, georgia, usa",
19603,68185,"virginia beach, virginia, usa",22
19658,92658,"burlington, washington, usa",39
19666,101620,"brookland, arkansas, usa",
19705,107784,"tarentum, pennsylvania, usa",
20095,124474,"canon city, colorado, usa",53
20105,128404,"fall river, massachusetts, usa",30
20109,133738,"indianapolis, indiana, usa",28
20121,135045,"spring, texas, usa",29
20183,152099,"wickenburg, arizona, usa",14
20229,154944,"colony, kansas, usa",33
20262,168064,"fredericton, new brunswick, canada",
20312,171968,"irving, texas, usa",23
20341,175978,"somewhere, new jersey, usa",27
20362,184299,"omaha, nebraska, usa",31
20492,185722,"long beach, california, usa",24
20526,212427,"narragansett, rhode island, usa",
20536,216683,"san jose, california, usa",
20749,224146,"sarnia, ontario, canada",35
20768,235684,"miami, florida, usa",26
20777,246000,"saratoga, california, usa",20
20791,250016,"houston, texas, usa",17
20793,257024,"houston, ,",38
20815,260699,"toledo, ohio, usa",42
20837,278026,"east orange, new jersey, usa",56
20879,243,"arden hills, minnesota, usa",
20897,16106,"albany, california, usa",44
20952,22045,"sacramento, california, usa",
20970,23459,"knowlesville, new brunswick, canada",
20979,23511,"chapel hill, north carolina, usa",56
21006,28222,"san diego, california, usa",23
21018,30029,"simi valley, california, usa",37
21040,33570,"ferguson, missouri, usa",
21045,38660,"ottawa, ontario, canada",40
21077,40937,"sacramento, california, usa",42
21078,53575,"watkins glen, new york, usa",30
21094,54925,"san francisco, california, usa",
21096,58319,"san diego, ,",
21100,61216,"bettendorf, iowa, usa",
21110,92810,"manistee, michigan, usa",60
21241,114662,"florenceville, new brunswick, canada",
21247,115998,"torrington, connecticut, usa",49
21256,119631,"madison, wisconsin, usa",46
21269,129489,"vancouver, british columbia, canada",24
21296,151643,"burtchville twp., michigan, usa",
21301,163690,"mason, ohio, usa",31
21304,169181,"trinity center, california, usa",53
21308,187517,"brooklyn, new york, usa",28
21465,192914,"cobourg, ontario, canada",
21471,193458,"toronto, ontario, canada",40
21555,207249,"memphis, tennessee, usa",59
21558,208829,"fredericton, new brunswick, canada",
21635,213664,"tampa, florida, usa",
21643,219683,"santa ana, california, usa",32
21793,225199,"toronto, ontario, canada",54
21936,231252,"woodstock, ,",
21941,232945,"newport, rhode island, usa",28
22048,256882,"burlingame, california, usa",
22052,260967,"ewa beach, hawaii, usa",
22059,268315,"littleton, colorado, usa",
