,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
0,034545104X,Flesh Tones: A Novel,M. J. Rose,2002,Ballantine Books
20,0446520802,The Notebook,Nicholas Sparks,1996,Warner Books
63,038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday
124,0425115801,Lightning,Dean R. Koontz,1996,Berkley Publishing Group
160,0449006522,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books
201,0553561618,Dark Paradise,TAMI HOAG,1994,Bantam
238,055356451X,Night Sins,TAMI HOAG,1995,Bantam
280,0060517794,Little Altars Everywhere,Rebecca Wells,2003,HarperTorch
304,0451192001,How Stella Got Her Groove Back,Terry McMillan,1997,Signet Book
320,0671537458,Waiting to Exhale,Terry McMillan,1995,Pocket
335,0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner
381,0451166892,The Pillars of the Earth,Ken Follett,1996,Signet Book
445,0451167317,The Dark Half,Stephen King,1994,Signet Book
506,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
684,0330332775,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK)
744,0061054151,Whirlwind (The X-Files),Charles Grant,1995,HarperEntertainment
758,0671024108,Speaking in Tongues,Jeffery Deaver,2002,Pocket
783,0064405176,Walk Two Moons,Sharon Creech,1996,HarperTrophy
800,0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling
864,0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade
905,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids
970,0440225825,Move to Strike,Perri O'Shaughnessy,2001,Island
995,0316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
1056,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
1101,0385729340,The Second Summer of the Sisterhood,ANN BRASHARES,2003,Delacorte Books for Young Readers
1124,0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
1218,0449217264,Alaska,James A. Michener,1994,Fawcett Books
1233,0345423402,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002,Ballantine Books
1267,044020562X,One,Richard Bach,1989,Dell
1285,042518109X,Whispers,Dean R. Koontz,2001,Berkley Publishing Group
1301,0671723650,How To Win Friends And Influence People,Dale Carnegie,1990,Pocket
1312,0446613843,The Jester,James Patterson,2004,Warner Books
1332,0440241537,The King of Torts,JOHN GRISHAM,2003,Dell
1405,002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc
1474,0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
1957,0345391810,The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1995,Ballantine Books
1987,0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday
2356,0679745580,In Cold Blood (Vintage International),TRUMAN CAPOTE,1994,Vintage
2372,0804106304,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
2532,0971880107,Wild Animus,Rich Shapero,2004,Too Far
2867,059030271X,Charlotte's Web,E. B. White,1974,Scholastic Paperbacks (T)
2890,0060964049,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin,1989,Perennial
2923,0380807343,Coraline,Neil Gaiman,2003,HarperTrophy
2948,0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic
3065,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books
3320,0446310786,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company
3483,0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
3578,0345354621,The Terminal Man,Michael Crichton,1988,Ballantine Books
3606,0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group
3653,0440220602,The Chamber,John Grisham,1995,Dell Publishing Company
3770,0765342987,Kushiel's Dart,Jacqueline Carey,2002,Tor Books
3795,0812550307,"The Fires of Heaven (The Wheel of Time, Book 5)",Robert Jordan,1994,Tor Fantasy
3813,0060930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial
3847,0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books
