,User-ID,Location,Age
0,2313,"cincinnati, ohio, usa",23
23,8680,"st. charles county, missouri, usa",2
37,10314,"beaverton, oregon, usa",
98,77480,"gig harbor, washington, usa",51
172,94362,"northridge, california, usa",39
179,98391,"morrow, georgia, usa",52
4112,112199,"union, kentucky, usa",72
4121,115435,"cincinnati, ohio, usa",30
4210,128045,"clearwater, florida, usa",41
4223,128276,"los angeles, ,",
4233,188513,"brookfield, wisconsin, usa",44
4253,208406,"kansas city, missouri, usa",30
4352,210597,"lake winnebago, missouri, usa",38
4385,227886,"charlotte, north carolina, usa",1
4393,240144,"muskego, wisconsin, usa",34
4566,243142,"westerville, ohio, usa",51
4574,244420,"kenmore, ,",
4627,257492,"san diego, ,",
4643,260897,"chicago, illinois, usa",25
4703,274925,"enfield, connecticut, usa",
4716,7158,"omaha, nebraska, usa",30
4768,8253,"tulsa, oklahoma, usa",26
4837,11676,"n/a, n/a, n/a",
11773,13279,"moodus, connecticut, usa",
11787,23768,"st. louis, missouri, usa",45
11940,24878,"ottawa, ontario, canada",
11952,27617,"beaverton, ontario, canada",32
12009,30261,"manchester, missouri, usa",27
12025,30711,"sydney, new south wales, australia",32
12142,35845,"rochester, new hampshire, usa",
12150,63507,"lomita, california, usa",
12163,64679,"buffalo grove, illinois, usa",
12178,85993,"portland, oregon, usa",40
12238,91761,"minneapolis, minnesota, usa",
12253,99720,"dahlonega, georgia, usa",
12287,141444,"west springfield, massachusetts,",
12378,153718,"round lake, illinois, usa",27
12447,154992,"maryland heights, missouri, usa",40
12499,158295,"cleveland, ohio, usa",
12993,167812,"vancouver, washington, usa",38
13032,169699,"vadnais heights, minnesota, usa",40
13072,169784,"cincinnati, ohio, usa",52
13077,172539,"lakewood, california, usa",
13091,181687,"austin, texas, usa",29
13156,185233,"winnemucca, nevada, usa",31
13631,187863,"greenwood, south carolina, usa",33
13662,190374,"kamloops, british columbia, canada",38
13684,200226,"burlington, ontario, canada",39
13880,201036,"virginia beach, virginia, usa",
13895,208671,"simi valley, california, usa",
14010,218875,"wilkes-barre, pennsylvania, usa",28
14021,239135,"mobile, alabama, usa",39
14024,240756,"guyton, georgia, usa",41
14064,245568,"springport, michigan, usa",
14082,248477,"dandridge, tennessee, usa",17
14153,265383,"awendaw, south carolina, usa",
14166,268540,"st. louis, missouri, usa",19
14184,268751,"sheboygan, wisconsin, usa",34
14222,192101,"paris, ile de france, france",29
14236,16877,"houston, arkansas, usa",37
14245,21356,"westwood, new jersey, usa",56
14269,22625,"lynbrook, new york, usa",54
14357,29168,"beacon, new york, usa",
14363,31315,"henryville, indiana, usa",34
14645,32188,"st. louis, missouri, usa",51
14657,33974,"barnhart, missouri, usa",24
14718,34588,"west linn, oregon, usa",
14764,53220,"fullerton, california, usa",36
14878,53614,"barreiro, barreiro, portugal",30
14918,60337,"st. marys, georgia, usa",50
15009,64436,"san ramon, california, usa",36
15050,75819,"west falls, new york, usa",
15142,76151,"sioux falls, south dakota, usa",49
15323,76351,"clarksville, tennessee, usa",34
15336,100846,"plainfield, illinois, usa",39
15415,104051,"vacaville, california, usa",29
15427,109180,"huntington beach, california,",60
15434,111174,"austin, texas, usa",
15489,114368,"mechanicsville, maryland, usa",33
16065,115003,"asheville, north carolina, usa",43
16218,116904,"san antonio, texas, usa",38
16253,125519,"irvine, california, usa",40
16348,130571,"summerville, south carolina, usa",
16470,140358,"san diego, california, usa",
16659,141719,"houston, texas, usa",
16677,145641,"madison, new jersey, usa",
16745,147224,"mechanicsburg, pennsylvania, usa",41
16781,149069,"struthers, ohio, usa",30
16836,152354,"boston, massachusetts, usa",
16854,187256,"citrus heights, california, usa",
16961,193778,"dallas, georgia, usa",
17038,197206,"virginia beach, virginia, usa",
17059,198213,"williamsburg/norfolk, virginia, usa",19
17081,200422,"plainfield, illinois, usa",29
17106,203506,"rye brook, new york, usa",18
17119,210485,"carmichael, california, usa",35
17290,212568,"huntington beach, california, usa",
17305,215988,"lake oswego, oregon, usa",42
17364,218615,"snoqualmie, washington, usa",
17381,235146,"oak park, illinois, usa",39
17401,240643,"niceville, florida, usa",
17424,251164,"trabuco canyon, california, usa",59
17455,252820,"montreal, quebec, canada",33
17555,253780,"fredericton, new brunswick,",25
17559,254053,"hackettstown, new jersey, usa",27
17575,259259,"woodruff, south carolina, usa",30
17602,259629,"carrollton, texas, usa",51
17672,265202,"manchester, vermont, usa",38
17681,2288,"spring hill, tennessee, usa",30
17695,4938,"charleston, south carolina, usa",30
17716,9856,"glendale, colorado, usa",22
17772,13552,"cordova, tennessee, usa",32
17984,16795,"mechanicsville, maryland, usa",47
18804,25545,"hollsopple, pennsylvania, usa",33
18815,25981,"nj, new jersey, usa",
19080,31826,"jasper, missouri, usa",54
19381,48025,"concordia, missouri, usa",43
19516,55789,"pittsburgh, pennsylvania, usa",35
19527,58224,"lake park, georgia, usa",
19542,68185,"virginia beach, virginia, usa",22
19597,92658,"burlington, washington, usa",39
19605,101620,"brookland, arkansas, usa",
19644,107784,"tarentum, pennsylvania, usa",
20034,124474,"canon city, colorado, usa",53
20044,133738,"indianapolis, indiana, usa",28
20056,135045,"spring, texas, usa",29
20118,152099,"wickenburg, arizona, usa",14
20164,154944,"colony, kansas, usa",33
20197,168064,"fredericton, new brunswick, canada",
20247,171968,"irving, texas, usa",23
20276,175978,"somewhere, new jersey, usa",27
20297,184299,"omaha, nebraska, usa",31
20427,185722,"long beach, california, usa",24
20461,212427,"narragansett, rhode island, usa",
20471,216683,"san jose, california, usa",
20684,224146,"sarnia, ontario, canada",35
20703,235684,"miami, florida, usa",26
20712,246000,"saratoga, california, usa",20
20726,250016,"houston, texas, usa",17
20728,257024,"houston, ,",38
20750,260699,"toledo, ohio, usa",42
20772,278026,"east orange, new jersey, usa",56
20814,243,"arden hills, minnesota, usa",
20832,16106,"albany, california, usa",44
20887,22045,"sacramento, california, usa",
20905,23459,"knowlesville, new brunswick, canada",
20914,23511,"chapel hill, north carolina, usa",56
20941,28222,"san diego, california, usa",23
20953,30029,"simi valley, california, usa",37
20975,38660,"ottawa, ontario, canada",40
21007,53575,"watkins glen, new york, usa",30
21023,54925,"san francisco, california, usa",
21025,58319,"san diego, ,",
21029,61216,"bettendorf, iowa, usa",
21039,92810,"manistee, michigan, usa",60
21170,114662,"florenceville, new brunswick, canada",
21176,115998,"torrington, connecticut, usa",49
21185,119631,"madison, wisconsin, usa",46
21198,129489,"vancouver, british columbia, canada",24
21225,163690,"mason, ohio, usa",31
21228,169181,"trinity center, california, usa",53
21232,187517,"brooklyn, new york, usa",28
21389,193458,"toronto, ontario, canada",40
21473,208829,"fredericton, new brunswick, canada",
21550,213664,"tampa, florida, usa",
21558,219683,"santa ana, california, usa",32
21708,225199,"toronto, ontario, canada",54
21851,231252,"woodstock, ,",
21856,232945,"newport, rhode island, usa",28
21963,256882,"burlingame, california, usa",
21967,260967,"ewa beach, hawaii, usa",
21974,268315,"littleton, colorado, usa",
21981,276038,"oklahoma city, oklahoma, usa",27
21996,1660,"fort worth, texas, usa",
22003,12824,"long beach, california, usa",18
22094,23872,"tulsa, oklahoma, usa",22
22350,26620,"napa, california,",
22377,48046,"central sq., new york, usa",
22424,52472,"frisco/dallas, texas, usa",209
22430,55892,"plantersville, texas, usa",45
22526,70052,"st. john`s, ontario, canada",30
22572,70415,"crescent city, florida, usa",57
22687,76102,"buckfield, maine, usa",33
22705,78973,"amadora, lisboa, portugal",29
23084,84795,"alpharetta, ,",
23131,110373,"livingston, new jersey, usa",
23184,143837,"san antonio, texas, usa",28
23210,144478,"galveston, texas, usa",39
23236,146207,"lubbock, texas, usa",36
23246,154469,"trois-rivières ouest, quebec, canada",
23309,179718,"leroy, ,",39
23428,182085,"ginsheim, hessen, germany",
23900,201969,"vancouver, british columbia, canada",
23970,207349,"seadrift, texas, usa",25
