,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
0,0446520802,The Notebook,Nicholas Sparks,1996,Warner Books
32,038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday
75,0425115801,Lightning,Dean R. Koontz,1996,Berkley Publishing Group
104,0449006522,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books
123,0553561618,Dark Paradise,TAMI HOAG,1994,Bantam
152,055356451X,Night Sins,TAMI HOAG,1995,Bantam
188,0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner
224,0451166892,The Pillars of the Earth,Ken Follett,1996,Signet Book
274,0451167317,The Dark Half,Stephen King,1994,Signet Book
324,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
471,0330332775,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK)
510,0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling
562,0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade
593,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids
645,0316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
683,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
705,0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
764,0440241537,The King of Torts,JOHN GRISHAM,2003,Dell
809,002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc
859,0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
1174,0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday
1424,0804106304,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
1527,0971880107,Wild Animus,Rich Shapero,2004,Too Far
1695,0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic
1794,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books
1967,0446310786,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company
2094,0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
2168,0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group
2203,0440220602,The Chamber,John Grisham,1995,Dell Publishing Company
2284,0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books
2320,0671793489,All Around the Town,Mary Higgins Clark,1993,Pocket Star
2352,0671011367,Deja Dead,Kathy Reichs,1998,Pocket
2380,0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy
2409,0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch
2443,0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks
2495,0380731851,Mystic River,Dennis Lehane,2002,HarperTorch
2545,0446605484,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision
2585,0446611212,Violets Are Blue,James Patterson,2002,Warner Vision
2632,0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book
2656,0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press
2712,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
2814,074343627X,Dreamcatcher,Stephen King,2001,Pocket
2848,1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books
2877,0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins
2948,0385503822,The Summons,John Grisham,2002,Doubleday Books
2989,0425189864,Mortal Prey,John Sandford,2003,Berkley Publishing Group
3002,0440241073,The Summons,John Grisham,2002,Dell Publishing Company
3072,0345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey
3165,0671027662,Coast Road: A Novel,Barbara Delinsky,1999,Pocket Books
3186,034541389X,Flesh and Blood,Jonathan Kellerman,2002,Ballantine Books
3215,0449221512,I Is for Innocent,Sue Grafton,1994,Fawcett Books
3257,0670894184,Back Roads,Tawni O'Dell,2000,Viking Books
3278,0425175405,Black Notice,Patricia Daniels Cornwell,2000,Berkley Publishing Group
3321,0440225701,The Street Lawyer,JOHN GRISHAM,1999,Dell
3385,067102423X,Bag of Bones,Stephen King,1999,Pocket
3433,0425178102,Big Trouble,Dave Barry,2001,Berkley Publishing Group
3450,0446609404,Cradle and All,James Patterson,2001,Warner Vision
3487,0446610038,1st to Die: A Novel,James Patterson,2002,Warner Vision
3576,0345404114,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books
3599,0385479565,The Hot Zone,Richard Preston,1995,Anchor
3638,0553580930,A Man in Full,Tom Wolfe,1999,Bantam
3655,0804114986,The Bonesetter's Daughter,Amy Tan,2002,Ballantine Books
3707,0440414806,Holes (Yearling Newbery),LOUIS SACHAR,2000,Yearling
3745,0671042858,The Girl Who Loved Tom Gordon,Stephen King,2000,Pocket
3788,0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA
3844,0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books
3881,0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch
3969,0060987561,I Know This Much Is True,Wally Lamb,1999,Regan Books
4025,0345413881,Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2001,Ballantine Books
