,User-ID,Location,Age
0,2313,"cincinnati, ohio, usa",23
14,8680,"st. charles county, missouri, usa",2
22,10314,"beaverton, oregon, usa",
72,77480,"gig harbor, washington, usa",51
126,98391,"morrow, georgia, usa",52
1218,115435,"cincinnati, ohio, usa",30
1287,128045,"clearwater, florida, usa",41
1299,128276,"los angeles, ,",
1308,188513,"brookfield, wisconsin, usa",44
1326,208406,"kansas city, missouri, usa",30
1396,210597,"lake winnebago, missouri, usa",38
1414,227886,"charlotte, north carolina, usa",1
1417,240144,"muskego, wisconsin, usa",34
1507,243142,"westerville, ohio, usa",51
1515,244420,"kenmore, ,",
1556,257492,"san diego, ,",
1570,260897,"chicago, illinois, usa",25
1620,274925,"enfield, connecticut, usa",
1627,7158,"omaha, nebraska, usa",30
1668,8253,"tulsa, oklahoma, usa",26
1723,11676,"n/a, n/a, n/a",
4978,13279,"moodus, connecticut, usa",
4989,23768,"st. louis, missouri, usa",45
5066,24878,"ottawa, ontario, canada",
5073,27617,"beaverton, ontario, canada",32
5103,30261,"manchester, missouri, usa",27
5112,30711,"sydney, new south wales, australia",32
5175,63507,"lomita, california, usa",
5185,64679,"buffalo grove, illinois, usa",
5199,85993,"portland, oregon, usa",40
5245,91761,"minneapolis, minnesota, usa",
5257,99720,"dahlonega, georgia, usa",
5282,141444,"west springfield, massachusetts,",
5359,153718,"round lake, illinois, usa",27
5422,154992,"maryland heights, missouri, usa",40
5449,158295,"cleveland, ohio, usa",
5762,167812,"vancouver, washington, usa",38
5795,169699,"vadnais heights, minnesota, usa",40
5824,172539,"lakewood, california, usa",
5835,181687,"austin, texas, usa",29
5892,185233,"winnemucca, nevada, usa",31
6057,187863,"greenwood, south carolina, usa",33
6085,190374,"kamloops, british columbia, canada",38
6105,200226,"burlington, ontario, canada",39
6247,208671,"simi valley, california, usa",
6327,218875,"wilkes-barre, pennsylvania, usa",28
6335,240756,"guyton, georgia, usa",41
6355,245568,"springport, michigan, usa",
6373,248477,"dandridge, tennessee, usa",17
6429,265383,"awendaw, south carolina, usa",
6435,268540,"st. louis, missouri, usa",19
6451,268751,"sheboygan, wisconsin, usa",34
6477,16877,"houston, arkansas, usa",37
6485,21356,"westwood, new jersey, usa",56
6507,22625,"lynbrook, new york, usa",54
6580,31315,"henryville, indiana, usa",34
6787,33974,"barnhart, missouri, usa",24
6820,34588,"west linn, oregon, usa",
6861,53220,"fullerton, california, usa",36
6959,53614,"barreiro, barreiro, portugal",30
6992,60337,"st. marys, georgia, usa",50
7030,64436,"san ramon, california, usa",36
7069,75819,"west falls, new york, usa",
7124,76151,"sioux falls, south dakota, usa",49
7282,76351,"clarksville, tennessee, usa",34
7294,100846,"plainfield, illinois, usa",39
7354,109180,"huntington beach, california,",60
7357,111174,"austin, texas, usa",
7393,114368,"mechanicsville, maryland, usa",33
7818,115003,"asheville, north carolina, usa",43
7915,116904,"san antonio, texas, usa",38
7941,125519,"irvine, california, usa",40
8012,130571,"summerville, south carolina, usa",
8105,140358,"san diego, california, usa",
8261,141719,"houston, texas, usa",
8276,145641,"madison, new jersey, usa",
8309,147224,"mechanicsburg, pennsylvania, usa",41
8335,149069,"struthers, ohio, usa",30
8372,152354,"boston, massachusetts, usa",
8386,187256,"citrus heights, california, usa",
8474,193778,"dallas, georgia, usa",
8538,197206,"virginia beach, virginia, usa",
8555,198213,"williamsburg/norfolk, virginia, usa",19
8571,200422,"plainfield, illinois, usa",29
8591,203506,"rye brook, new york, usa",18
8601,210485,"carmichael, california, usa",35
8730,215988,"lake oswego, oregon, usa",42
8778,218615,"snoqualmie, washington, usa",
8792,235146,"oak park, illinois, usa",39
8808,240643,"niceville, florida, usa",
8829,251164,"trabuco canyon, california, usa",59
8858,252820,"montreal, quebec, canada",33
8925,254053,"hackettstown, new jersey, usa",27
8937,259259,"woodruff, south carolina, usa",30
8961,259629,"carrollton, texas, usa",51
9021,265202,"manchester, vermont, usa",38
9025,2288,"spring hill, tennessee, usa",30
9033,4938,"charleston, south carolina, usa",30
9046,9856,"glendale, colorado, usa",22
9084,13552,"cordova, tennessee, usa",32
9267,16795,"mechanicsville, maryland, usa",47
9750,25981,"nj, new jersey, usa",
9888,31826,"jasper, missouri, usa",54
10036,48025,"concordia, missouri, usa",43
10126,58224,"lake park, georgia, usa",
10137,68185,"virginia beach, virginia, usa",22
10169,101620,"brookland, arkansas, usa",
10196,107784,"tarentum, pennsylvania, usa",
10387,124474,"canon city, colorado, usa",53
10396,133738,"indianapolis, indiana, usa",28
10407,135045,"spring, texas, usa",29
10465,152099,"wickenburg, arizona, usa",14
10496,154944,"colony, kansas, usa",33
10513,168064,"fredericton, new brunswick, canada",
10557,171968,"irving, texas, usa",23
10574,175978,"somewhere, new jersey, usa",27
10589,184299,"omaha, nebraska, usa",31
10668,185722,"long beach, california, usa",24
10694,216683,"san jose, california, usa",
10823,224146,"sarnia, ontario, canada",35
10838,235684,"miami, florida, usa",26
10847,246000,"saratoga, california, usa",20
10860,257024,"houston, ,",38
10881,260699,"toledo, ohio, usa",42
10896,278026,"east orange, new jersey, usa",56
10932,243,"arden hills, minnesota, usa",
10948,16106,"albany, california, usa",44
10990,22045,"sacramento, california, usa",
11008,23511,"chapel hill, north carolina, usa",56
11030,28222,"san diego, california, usa",23
11040,30029,"simi valley, california, usa",37
11058,38660,"ottawa, ontario, canada",40
11076,92810,"manistee, michigan, usa",60
11154,114662,"florenceville, new brunswick, canada",
11160,129489,"vancouver, british columbia, canada",24
11184,187517,"brooklyn, new york, usa",28
11262,193458,"toronto, ontario, canada",40
11320,208829,"fredericton, new brunswick, canada",
11386,219683,"santa ana, california, usa",32
11497,225199,"toronto, ontario, canada",54
11565,232945,"newport, rhode island, usa",28
11644,12824,"long beach, california, usa",18
11674,23872,"tulsa, oklahoma, usa",22
11796,26620,"napa, california,",
11819,48046,"central sq., new york, usa",
11857,55892,"plantersville, texas, usa",45
11906,70052,"st. john`s, ontario, canada",30
11945,70415,"crescent city, florida, usa",57
12002,76102,"buckfield, maine, usa",33
