,ISBN,User-ID,Book-Rating
0,0446520802,7158,10
1,0446520802,8253,10
2,0446520802,11676,10
3,0446520802,13279,10
4,0446520802,23768,6
5,0446520802,24878,7
6,0446520802,27617,9
7,0446520802,30261,10
8,0446520802,30711,6
9,0446520802,64679,6
10,0446520802,85993,10
11,0446520802,99720,9
12,0446520802,141444,7
13,0446520802,153718,7
14,0446520802,154992,8
15,0446520802,158295,8
16,0446520802,167812,10
17,0446520802,169699,8
18,0446520802,172539,7
19,0446520802,181687,9
20,0446520802,185233,7
21,0446520802,187863,5
22,0446520802,190374,8
23,0446520802,200226,9
24,0446520802,208671,9
25,0446520802,218875,8
26,0446520802,240756,9
27,0446520802,245568,2
28,0446520802,248477,6
29,0446520802,265383,10
30,0446520802,268540,10
31,0446520802,268751,10
32,038550120X,11676,10
33,038550120X,21356,7
34,038550120X,22625,10
35,038550120X,31315,6
36,038550120X,33974,8
37,038550120X,34588,5
38,038550120X,53220,8
39,038550120X,53614,8
40,038550120X,60337,8
41,038550120X,64436,9
42,038550120X,75819,8
43,038550120X,76151,10
44,038550120X,76351,10
45,038550120X,100846,8
46,038550120X,111174,6
47,038550120X,114368,9
48,038550120X,115003,8
49,038550120X,115435,8
50,038550120X,116904,10
51,038550120X,125519,9
52,038550120X,130571,8
53,038550120X,140358,5
54,038550120X,141719,7
55,038550120X,145641,7
56,038550120X,147224,5
57,038550120X,149069,10
58,038550120X,152354,6
59,038550120X,187256,9
60,038550120X,193778,10
61,038550120X,197206,5
62,038550120X,198213,8
63,038550120X,200422,8
64,038550120X,203506,1
65,038550120X,210485,7
66,038550120X,215988,10
67,038550120X,235146,10
68,038550120X,240643,9
69,038550120X,251164,7
70,038550120X,252820,7
71,038550120X,254053,10
72,038550120X,259259,9
73,038550120X,259629,8
74,038550120X,265202,8
75,0425115801,2288,10
76,0425115801,4938,9
77,0425115801,9856,7
78,0425115801,13552,10
79,0425115801,16795,8
80,0425115801,25981,10
81,0425115801,31826,10
82,0425115801,48025,7
83,0425115801,58224,10
84,0425115801,68185,6
85,0425115801,101620,10
86,0425115801,107784,5
87,0425115801,133738,8
88,0425115801,135045,9
89,0425115801,152099,7
90,0425115801,154944,10
91,0425115801,158295,7
92,0425115801,168064,8
93,0425115801,171968,8
94,0425115801,175978,8
95,0425115801,184299,9
96,0425115801,185722,10
97,0425115801,208671,8
98,0425115801,216683,8
99,0425115801,224146,9
100,0425115801,235684,8
101,0425115801,246000,8
102,0425115801,257024,10
103,0425115801,260699,10
104,0449006522,278026,8
105,0449006522,243,6
106,0449006522,11676,8
107,0449006522,16106,8
108,0449006522,16795,7
109,0449006522,23511,10
110,0449006522,30029,7
111,0449006522,38660,10
112,0449006522,48025,10
113,0449006522,92810,7
114,0449006522,114662,7
115,0449006522,129489,10
116,0449006522,181687,9
117,0449006522,187517,8
118,0449006522,193458,7
119,0449006522,208829,8
120,0449006522,219683,5
121,0449006522,225199,9
122,0449006522,232945,8
123,0553561618,12824,8
124,0553561618,23872,5
125,0553561618,26620,6
126,0553561618,31315,9
127,0553561618,48025,7
128,0553561618,48046,7
129,0553561618,55892,8
130,0553561618,70052,7
131,0553561618,70415,8
132,0553561618,76102,6
133,0553561618,78973,6
134,0553561618,84795,8
135,0553561618,110373,7
136,0553561618,143837,8
137,0553561618,144478,7
138,0553561618,154469,10
139,0553561618,158295,7
140,0553561618,179718,9
141,0553561618,182085,5
142,0553561618,200226,7
143,0553561618,201969,4
144,0553561618,207349,9
145,0553561618,213523,8
146,0553561618,217318,5
147,0553561618,220597,6
148,0553561618,238419,8
149,0553561618,238889,5
150,0553561618,251843,10
151,0553561618,252347,8
152,055356451X,11676,9
153,055356451X,17859,10
154,055356451X,26516,9
