,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
0,034545104X,Flesh Tones: A Novel,M. J. Rose,2002,Ballantine Books
11,0446520802,The Notebook,Nicholas Sparks,1996,Warner Books
32,038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday
65,0425115801,Lightning,Dean R. Koontz,1996,Berkley Publishing Group
87,0449006522,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books
102,0553561618,Dark Paradise,TAMI HOAG,1994,Bantam
128,055356451X,Night Sins,TAMI HOAG,1995,Bantam
156,0060517794,Little Altars Everywhere,Rebecca Wells,2003,HarperTorch
166,0451192001,How Stella Got Her Groove Back,Terry McMillan,1997,Signet Book
175,0609801279,The Law of Love,Laura Esquivel,1997,Three Rivers Press (CA)
177,0671537458,Waiting to Exhale,Terry McMillan,1995,Pocket
188,0679776818,Birdsong: A Novel of Love and War,Sebastian Faulks,1997,Vintage Books USA
196,0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner
224,0451166892,The Pillars of the Earth,Ken Follett,1996,Signet Book
263,0380711524,See Jane Run,Joy Fielding,1992,Avon
272,0451167317,The Dark Half,Stephen King,1994,Signet Book
315,0553572369,Pay Dirt (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1996,Bantam
320,0345443683,"Blackwood Farm (Rice, Anne, Vampire Chronicles.)",ANNE RICE,2003,Ballantine Books
329,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
449,055310666X,False Memory,Dean R. Koontz,1999,Bantam Books
458,0330332775,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK)
486,3548603203,Artemis Fowl.,Eoin Colfer,2003,Ullstein TB-Vlg
488,0061054143,The X-Files: Goblins,Charles Grant,1994,HarperEntertainment
490,0061054151,Whirlwind (The X-Files),Charles Grant,1995,HarperEntertainment
497,0061056774,The X-Files: Ground Zero,Kevin J. Anderson,1996,HarperEntertainment
503,0671024108,Speaking in Tongues,Jeffery Deaver,2002,Pocket
516,0064405176,Walk Two Moons,Sharon Creech,1996,HarperTrophy
526,0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling
568,0671749609,PERFUME : PERFUME,Patrick Suskind,1991,Washington Square Press
571,0140062718,The Rebel Angels,Robertson Davies,1983,Penguin Books
575,0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade
601,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids
637,2253044903,Le Parfum : Histoire d'un meurtrier,Patrick SÃ?Â¼skind,1988,LGF
648,2253150711,Stupeur Et Tremblements,Amelie Nothomb,2001,Distribooks
658,0440225825,Move to Strike,Perri O'Shaughnessy,2001,Island
671,0316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
700,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
717,0380005239,Go Ask Alice (Avon/Flare Book),James Jennings,1991,Avon Books
727,0385729340,The Second Summer of the Sisterhood,ANN BRASHARES,2003,Delacorte Books for Young Readers
742,0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
788,3379015180,Schlafes Bruder,Robert Schneider,1994,"Reclam, Leipzig"
791,3551551677,Harry Potter und der Stein der Weisen,Joanne K. Rowling,1999,Carlsen Verlag GmbH
797,3453061187,Die Jury. Roman.,John Grisham,1992,Heyne
801,3453071174,Die Firma. Roman.,John Grisham,1993,Heyne
806,3596122279,Das Superwieb,Hera Lind,2002,Distribooks Inc
808,0449217264,Alaska,James A. Michener,1994,Fawcett Books
819,0836218833,Attack Of The Deranged Mutant Killer Snow Goons,Bill Watterson,1992,Andrews McMeel Publishing
836,0836220889,Calvin and Hobbes,Bill Watterson,1987,Andrews McMeel Publishing
853,3257227264,Die HÃ?Â¤upter meiner Lieben.,Ingrid Noll,2000,Diogenes Verlag
858,3423201509,Die Weiss Lowin / Contemporary German Lit,Henning Mankell,2002,Distribooks
864,0345423402,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002,Ballantine Books
887,3596237874,Beim Naechsten Mann Wird Alles (Frau in Der Gesellschaft),Eva Heller,1997,Fischer Taschenbuch Verlag GmbH
888,3596247500,Ein Mann fÃ?Â¼r jede Tonart. Roman. ( Die Frau in der Gesellschaft).,Hera Lind,2000,"Fischer (Tb.), Frankfurt"
891,044020562X,One,Richard Bach,1989,Dell
900,042518109X,Whispers,Dean R. Koontz,2001,Berkley Publishing Group
907,0688172377,Desert Flower : The Extraordinary Journey Of A Desert Nomad,Waris Dirie,1999,Perennial
911,8817106100,Oceano Mare,Alessandro Baricco,0,Biblioteca Universale Rizzoli
913,0151446474,The Name of the Rose,Umberto Eco,1983,Harcourt
918,0671723650,How To Win Friends And Influence People,Dale Carnegie,1990,Pocket
926,0812533550,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1986,Tor Books
931,0446613843,The Jester,James Patterson,2004,Warner Books
936,0440241537,The King of Torts,JOHN GRISHAM,2003,Dell
962,0060542845,The Holiday Present,Johanna Lindsey,2003,Avon Books
967,002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc
1008,0060520507,"Sushi for Beginners : A Novel (Keyes, Marian)",Marian Keyes,2003,William Morrow
1013,0060930934,Wasted : A Memoir of Anorexia and Bulimia,Marya Hornbacher,1999,Perennial
1020,0151010633,Q,Luther Blissett,2004,Harcourt
1021,0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
1264,0345391810,The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1995,Ballantine Books
1275,0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday
1469,0451527747,Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll,2000,Signet Classics
1475,0486282112,Frankenstein (Dover Thrift Editions),Mary Wollstonecraft Shelley,1994,Dover Publications
1481,0486424499,Jane Eyre (Dover Thrift Editions),Charlotte Bronte,2003,Dover Publications
1488,0613329740,Quidditch Through the Ages,J. K. Rowling,2001,Sagebrush Education Resources
1500,067172939X,Dark Angel (Casteel),V.C. Andrews,1990,Pocket
1506,0671729438,Gates of Paradise (Casteel),V.C. Andrews,1990,Pocket
1513,0679745580,In Cold Blood (Vintage International),TRUMAN CAPOTE,1994,Vintage
1521,0804106304,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
1600,0971880107,Wild Animus,Rich Shapero,2004,Too Far
1708,8495501090,El ocho,Katherine Neville,2001,Punto de Lectura
1713,8495501198,Memorias de una geisha,Arthur Golden,2001,Suma de Letras
1718,950491036X,La Sombra del Viento,Carlos Ruiz Zafon,2003,Planeta
1726,059030271X,Charlotte's Web,E. B. White,1974,Scholastic Paperbacks (T)
1738,0590453661,"Stay Out of the Basement (Goosebumps, No 2)",R. L. Stine,1995,Scholastic
1741,0590483404,"A Shocker on Shock Street (Goosebumps, No 35)",R. L. Stine,1995,Scholastic
1744,0060964049,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin,1989,Perennial
1761,0380807343,Coraline,Neil Gaiman,2003,HarperTrophy
1777,0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic
1860,2266104535,Et Si C'Etait Vrai / If This Were Only True,Marc Levy,2001,Pocket
1870,3453150538,Weit wie das Meer.,Nicholas Sparks,1999,Heyne
1871,0316154601,Lost Light,Michael Connelly,2003,"Little, Brown"
1875,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books
2011,2070419657,Soie,Alessandro Baricco,2001,Gallimard
2014,2253063339,Les Fourmis,Bernard Werber,2002,LGF
2023,226612269X,Ou Es-Tu?,Marc Levy,2003,Distribooks Inc
2025,8423310353,El Camino (Coleccion Destinolibro),Miguel Delibes,1991,Continental Book Company
2029,0446310786,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company
2130,0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
2189,0345354621,The Terminal Man,Michael Crichton,1988,Ballantine Books
2203,0345385764,Night Manager,JOHN LE CARRE,1994,Ballantine Books
2206,0425104273,The First Deadly Sin,Lawrence Sanders,1993,Berkley Publishing Group
2208,0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group
2233,0440218667,The Select,F. Paul Wilson,1995,Dell
2235,0440220602,The Chamber,John Grisham,1995,Dell Publishing Company
2301,0451180054,Trial by Fire,Nancy Taylor Rosenberg,1996,Signet Book
2310,0451198514,Stealing Faces,Michael Prescott,1999,Signet Book
2316,0553266306,The Day of the Jackal,Frederick Forsyth,1982,Bantam Books
2318,0765342987,Kushiel's Dart,Jacqueline Carey,2002,Tor Books
2332,0812550307,"The Fires of Heaven (The Wheel of Time, Book 5)",Robert Jordan,1994,Tor Fantasy
2345,0886773741,Tailchaser's Song,Tad Williams,1994,Daw Books
2349,0886774802,"Stone of Farewell (Memory, Sorrow, and Thorn, Book 2)",Tad Williams,1994,Daw Books
2354,0060930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial
2371,0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books
2405,0689817851,Go Ask Alice,Anonymous,1998,Simon Pulse
2428,0874869870,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,1999,Plough Publishing House
2438,0061094404,Power of a Woman,Barbara Taylor Bradford,1998,HarperTorch
2442,0671793489,All Around the Town,Mary Higgins Clark,1993,Pocket Star
2469,0312244266,Winter Solstice,Rosamunde Pilcher,2000,Thomas Dunne Books
2481,3423202327,MÃ?Â¶rder ohne Gesicht.,Henning Mankell,1999,Dtv
2486,3492045170,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,Michael Moore,2003,Piper
2492,3548359698,Warum MÃ?Â¤nner nicht zuhÃ?Â¶ren und Frauen schlecht einparken.,Allan Pease,2000,Ullstein Tb
2495,0671011367,Deja Dead,Kathy Reichs,1998,Pocket
2515,0618045996,Riding the Bus with My Sister: A True Life Journey,Rachel Simon,2002,Houghton Mifflin Company
2521,0671025368,The Coldest Winter Ever,Sister Souljah,2000,Pocket
2523,0553581112,Justice Hall: A Mary Russell Novel (Mary Russell Novels (Paperback)),Laurie R. King,2003,Bantam Books
2524,0373250223,Name &amp; Address Withheld (Red Dress Ink (Paperback)),Jane Sigaloff,2002,Red Dress Ink
2536,0425182150,Perish Twice,Robert B. Parker,2001,Berkley Publishing Group
2541,0061007129,Kane &amp; Abel,Jeffrey Archer,1993,HarperTorch
2543,0061000027,Dance Hall of the Dead (Joe Leaphorn Novels),Tony Hillerman,1990,HarperTorch
2552,0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy
2575,0880381736,"Dragons of Autumn Twilight (Dragonlance Chronicles, Vol 1)",Margaret Weis,1990,TSR
2588,0880381744,Dragons of Winter Night,Margaret Weis,1985,Wizards of the Coast
2595,0060505885,The Scandalous Summer of Sissy LeBlanc : A Novel,Loraine Despres,2002,Perennial
2604,0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch
2630,0312283709,Running with Scissors,Augusten Burroughs,2002,St. Martin's Press
2641,0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks
2687,0380731851,Mystic River,Dennis Lehane,2002,HarperTorch
2723,0446605484,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision
2756,0446611212,Violets Are Blue,James Patterson,2002,Warner Vision
2795,0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book
2814,0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press
2856,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
2934,0743407067,The First Time,Joy Fielding,2001,Pocket Star
2943,074343627X,Dreamcatcher,Stephen King,2001,Pocket
2965,3442455707,MilitÃ?Â¤rmusik.,Wladimir Kaminer,2003,Goldmann
2970,0330262130,Restaurant At the End of the Universe,Douglas Adams,0,Pan Books Ltd
2987,0385720920,Choke,CHUCK PALAHNIUK,2002,Anchor
2999,0393319296,Invisible Monsters,Chuck Palahniuk,1999,W.W. Norton &amp; Company
3015,0553262505,"A Wizard of Earthsea (Earthsea Trilogy, Book 1)",URSULA K. LE GUIN,1984,Bantam
3034,0805062971,Fight Club,Chuck Palahniuk,1999,Owl Books
3050,3257228007,Das Parfum: Die Geschichte Eines Morders,Patrick Suskind,1994,Distribooks Inc
3059,1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books
3084,0064404773,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,1993,HarperCollins Publishers
3093,0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins
3155,081297106X,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003,Random House Trade Paperbacks
3169,0066210151,The Book of Shadows: A Novel,James Reese,2002,William Morrow
3171,0425191184,Red Rabbit,Tom Clancy,2003,Berkley Publishing Group
3179,0751503894,The Physician,Noah Gordon,2001,Warner Futura
3182,0385503822,The Summons,John Grisham,2002,Doubleday Books
3207,0399138684,The Cat Who Came to Breakfast (Cat Who... (Hardcover)),Lilian Jackson Braun,1994,Putnam Pub Group
3212,0425189864,Mortal Prey,John Sandford,2003,Berkley Publishing Group
3224,0440236053,Writ of Execution,Perri O'Shaughnessy,2002,Dell Publishing Company
3235,0440241073,The Summons,John Grisham,2002,Dell Publishing Company
3281,0553586122,Reap the Wind,Iris Johansen,2002,Bantam Books
3302,0312960344,Pandora's Clock,John J. Nance,1996,St. Martin's Press
3308,055358068X,The Least Likely Bride,Jane Feather,2000,Bantam
3312,031286504X,I Am Legend,Richard Matheson,1997,Orb Books
3320,0345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey
3396,0375756981,The Vagina Monologues: The V-Day Edition,Eve Ensler,2000,Villard Books
3415,0553382411,The Elegant Gathering of White Snows,KRIS RADISH,2003,Bantam
3422,0671027662,Coast Road: A Novel,Barbara Delinsky,1999,Pocket Books
3437,0767903382,Tender at the Bone: Growing Up at the Table,Ruth Reichl,1999,Broadway Books
3447,1558744592,A 4th Course of Chicken Soup for the Soul: 101 More Stories to Open the Heart and Rekindle the Spirit,Jack Canfield,1997,Health Communications
3458,0312979517,The Tin Collectors : A Novel (A Shane Scully Novel),Stephen J. Cannell,2002,St. Martin's Paperbacks
3466,0316152196,Angels Flight (Detective Harry Bosch Mysteries),Michael Connelly,1999,Little Brown &amp; Co
3469,0316154059,City of Bones,Michael Connelly,2002,Warner Books
3482,0316287555,Day of Confession,Allan Folsom,1998,"Little, Brown"
3488,034541389X,Flesh and Blood,Jonathan Kellerman,2002,Ballantine Books
3508,0345452550,A Cold Heart: An Alex Delaware Novel,JONATHAN KELLERMAN,2003,Ballantine Books
3522,0399146504,The Devil's Code,John Sandford,2000,G. P. Putnam's Sons
3528,0399148450,Widow's Walk (Spenser Mysteries (Hardcover)),Robert Parker,2002,Putnam Publishing Group
3536,0399148639,Mortal Prey,John Sandford,2002,Putnam Publishing Group
3552,0399148728,Fire Ice: A Novel from the NUMA Files,Clive Cussler,2002,Putnam Publishing Group
3555,0399149783,Monkeewrench,P. J. Tracy,2003,Putnam Publishing Group
3564,0399150870,Stone Cold: A Jesse Stone Novel,Robert B. Parker,2003,Putnam Publishing Group
3569,0399151451,Bad Business,Robert B. Parker,2004,Putnam Publishing Group
3579,0425183181,A Little Magic,Nora Roberts,2002,Berkley Publishing Group
3584,0440111323,A Catskill Eagle,Robert B. Parker,1993,Dell Publishing Company
