,User-ID,Location,Age
0,7158,"omaha, nebraska, usa",30
20,8253,"tulsa, oklahoma, usa",26
55,11676,"n/a, n/a, n/a",
699,23768,"st. louis, missouri, usa",45
725,27617,"beaverton, ontario, canada",32
740,30261,"manchester, missouri, usa",27
745,30711,"sydney, new south wales, australia",32
764,85993,"portland, oregon, usa",40
786,141444,"west springfield, massachusetts,",
829,153718,"round lake, illinois, usa",27
858,154992,"maryland heights, missouri, usa",40
867,158295,"cleveland, ohio, usa",
964,167812,"vancouver, washington, usa",38
982,169699,"vadnais heights, minnesota, usa",40
991,181687,"austin, texas, usa",29
1028,185233,"winnemucca, nevada, usa",31
1055,200226,"burlington, ontario, canada",39
1117,208671,"simi valley, california, usa",
1150,240756,"guyton, georgia, usa",41
1155,248477,"dandridge, tennessee, usa",17
1174,268751,"sheboygan, wisconsin, usa",34
1180,21356,"westwood, new jersey, usa",56
1190,22625,"lynbrook, new york, usa",54
1232,31315,"henryville, indiana, usa",34
1279,33974,"barnhart, missouri, usa",24
1290,34588,"west linn, oregon, usa",
1309,53220,"fullerton, california, usa",36
1348,53614,"barreiro, barreiro, portugal",30
1371,60337,"st. marys, georgia, usa",50
1383,64436,"san ramon, california, usa",36
1404,75819,"west falls, new york, usa",
1432,76151,"sioux falls, south dakota, usa",49
1459,100846,"plainfield, illinois, usa",39
1480,111174,"austin, texas, usa",
1501,114368,"mechanicsville, maryland, usa",33
1585,115003,"asheville, north carolina, usa",43
1632,115435,"cincinnati, ohio, usa",30
1657,116904,"san antonio, texas, usa",38
1672,125519,"irvine, california, usa",40
1708,130571,"summerville, south carolina, usa",
1739,140358,"san diego, california, usa",
1816,145641,"madison, new jersey, usa",
1833,147224,"mechanicsburg, pennsylvania, usa",41
1845,149069,"struthers, ohio, usa",30
1860,152354,"boston, massachusetts, usa",
1862,187256,"citrus heights, california, usa",
1907,193778,"dallas, georgia, usa",
1925,200422,"plainfield, illinois, usa",29
1933,210485,"carmichael, california, usa",35
1988,215988,"lake oswego, oregon, usa",42
2012,252820,"montreal, quebec, canada",33
2027,254053,"hackettstown, new jersey, usa",27
2033,259629,"carrollton, texas, usa",51
2060,4938,"charleston, south carolina, usa",30
2069,9856,"glendale, colorado, usa",22
2080,13552,"cordova, tennessee, usa",32
2144,16795,"mechanicsville, maryland, usa",47
2306,25981,"nj, new jersey, usa",
2356,31826,"jasper, missouri, usa",54
2428,48025,"concordia, missouri, usa",43
2467,68185,"virginia beach, virginia, usa",22
2477,101620,"brookland, arkansas, usa",
2496,107784,"tarentum, pennsylvania, usa",
2547,135045,"spring, texas, usa",29
2577,152099,"wickenburg, arizona, usa",14
2588,154944,"colony, kansas, usa",33
2592,168064,"fredericton, new brunswick, canada",
2612,171968,"irving, texas, usa",23
2619,184299,"omaha, nebraska, usa",31
2647,185722,"long beach, california, usa",24
2658,216683,"san jose, california, usa",
2694,246000,"saratoga, california, usa",20
2702,260699,"toledo, ohio, usa",42
2708,278026,"east orange, new jersey, usa",56
2717,243,"arden hills, minnesota, usa",
2730,16106,"albany, california, usa",44
2746,23511,"chapel hill, north carolina, usa",56
2760,92810,"manistee, michigan, usa",60
2787,187517,"brooklyn, new york, usa",28
2804,193458,"toronto, ontario, canada",40
2827,208829,"fredericton, new brunswick, canada",
2860,219683,"santa ana, california, usa",32
2893,225199,"toronto, ontario, canada",54
2899,232945,"newport, rhode island, usa",28
2951,12824,"long beach, california, usa",18
