,ISBN,User-ID,Book-Rating
0,0446520802,7158,10
1,0446520802,8253,10
2,0446520802,11676,10
3,0446520802,23768,6
4,0446520802,27617,9
5,0446520802,30261,10
6,0446520802,30711,6
7,0446520802,85993,10
8,0446520802,141444,7
9,0446520802,153718,7
10,0446520802,154992,8
11,0446520802,158295,8
12,0446520802,167812,10
13,0446520802,169699,8
14,0446520802,181687,9
15,0446520802,185233,7
16,0446520802,200226,9
17,0446520802,208671,9
18,0446520802,240756,9
19,0446520802,248477,6
20,0446520802,268751,10
21,038550120X,11676,10
22,038550120X,21356,7
23,038550120X,22625,10
24,038550120X,31315,6
25,038550120X,33974,8
26,038550120X,34588,5
27,038550120X,53220,8
28,038550120X,53614,8
29,038550120X,60337,8
30,038550120X,64436,9
31,038550120X,75819,8
32,038550120X,76151,10
33,038550120X,100846,8
34,038550120X,111174,6
35,038550120X,114368,9
36,038550120X,115003,8
37,038550120X,115435,8
38,038550120X,116904,10
39,038550120X,125519,9
40,038550120X,130571,8
41,038550120X,140358,5
42,038550120X,145641,7
43,038550120X,147224,5
44,038550120X,149069,10
45,038550120X,152354,6
46,038550120X,187256,9
47,038550120X,193778,10
48,038550120X,200422,8
49,038550120X,210485,7
50,038550120X,215988,10
51,038550120X,252820,7
52,038550120X,254053,10
53,038550120X,259629,8
54,0425115801,4938,9
55,0425115801,9856,7
56,0425115801,13552,10
57,0425115801,16795,8
58,0425115801,25981,10
59,0425115801,31826,10
60,0425115801,48025,7
61,0425115801,68185,6
62,0425115801,101620,10
63,0425115801,107784,5
64,0425115801,135045,9
65,0425115801,152099,7
66,0425115801,154944,10
67,0425115801,158295,7
68,0425115801,168064,8
69,0425115801,171968,8
70,0425115801,184299,9
71,0425115801,185722,10
72,0425115801,208671,8
73,0425115801,216683,8
74,0425115801,246000,8
75,0425115801,260699,10
76,0449006522,278026,8
77,0449006522,243,6
78,0449006522,11676,8
79,0449006522,16106,8
80,0449006522,16795,7
81,0449006522,23511,10
82,0449006522,48025,10
83,0449006522,92810,7
84,0449006522,181687,9
85,0449006522,187517,8
86,0449006522,193458,7
87,0449006522,208829,8
88,0449006522,219683,5
89,0449006522,225199,9
90,0449006522,232945,8
91,0553561618,12824,8
92,0553561618,23872,5
93,0553561618,31315,9
94,0553561618,48025,7
95,0553561618,48046,7
96,0553561618,55892,8
97,0553561618,70052,7
98,0553561618,70415,8
99,0553561618,76102,6
100,0553561618,78973,6
101,0553561618,110373,7
102,0553561618,143837,8
103,0553561618,144478,7
104,0553561618,154469,10
105,0553561618,158295,7
106,0553561618,179718,9
107,0553561618,182085,5
108,0553561618,200226,7
109,0553561618,201969,4
110,0553561618,207349,9
111,0553561618,213523,8
112,0553561618,217318,5
113,0553561618,220597,6
114,0553561618,238889,5
115,0553561618,251843,10
116,0553561618,252347,8
117,055356451X,11676,9
118,055356451X,17859,10
119,055356451X,26516,9
120,055356451X,30972,8
121,055356451X,76102,6
122,055356451X,78973,7
123,055356451X,87712,6
124,055356451X,93179,10
125,055356451X,113270,9
126,055356451X,126736,4
127,055356451X,137688,8
128,055356451X,148590,9
129,055356451X,152186,8
130,055356451X,157247,7
131,055356451X,158295,7
132,055356451X,169699,7
133,055356451X,173481,8
134,055356451X,179718,9
135,055356451X,190459,6
136,055356451X,208568,10
137,055356451X,225087,10
138,055356451X,245534,7
139,055356451X,247752,10
140,055356451X,251843,10
141,055356451X,254144,9
142,055356451X,258185,9
143,055356451X,258270,10
144,055356451X,258884,5
145,0451192001,20119,10
146,0451192001,79961,9
147,0451192001,83287,10
148,0451192001,126604,6
149,0451192001,168047,10
150,0451192001,201684,7
151,0451192001,209756,5
152,0451192001,231210,8
153,0451192001,274056,10
154,0671537458,11676,8
