,User-ID,Location,Age
0,10314,"beaverton, oregon, usa",
61,77480,"gig harbor, washington, usa",51
135,98391,"morrow, georgia, usa",52
4068,115435,"cincinnati, ohio, usa",30
4157,208406,"kansas city, missouri, usa",30
4256,240144,"muskego, wisconsin, usa",34
4429,244420,"kenmore, ,",
4482,260897,"chicago, illinois, usa",25
4542,7158,"omaha, nebraska, usa",30
4594,8253,"tulsa, oklahoma, usa",26
4663,11676,"n/a, n/a, n/a",
11599,23768,"st. louis, missouri, usa",45
11752,27617,"beaverton, ontario, canada",32
11809,30261,"manchester, missouri, usa",27
11825,30711,"sydney, new south wales, australia",32
11942,85993,"portland, oregon, usa",40
12002,141444,"west springfield, massachusetts,",
12093,153718,"round lake, illinois, usa",27
12162,154992,"maryland heights, missouri, usa",40
12214,158295,"cleveland, ohio, usa",
12708,169699,"vadnais heights, minnesota, usa",40
12748,181687,"austin, texas, usa",29
12813,185233,"winnemucca, nevada, usa",31
13288,200226,"burlington, ontario, canada",39
13484,208671,"simi valley, california, usa",
13599,240756,"guyton, georgia, usa",41
13639,248477,"dandridge, tennessee, usa",17
13710,268751,"sheboygan, wisconsin, usa",34
13748,21356,"westwood, new jersey, usa",56
13772,22625,"lynbrook, new york, usa",54
13860,31315,"henryville, indiana, usa",34
14142,33974,"barnhart, missouri, usa",24
14203,34588,"west linn, oregon, usa",
14249,53220,"fullerton, california, usa",36
14363,53614,"barreiro, barreiro, portugal",30
14403,60337,"st. marys, georgia, usa",50
14494,64436,"san ramon, california, usa",36
14535,75819,"west falls, new york, usa",
14627,76151,"sioux falls, south dakota, usa",49
14808,100846,"plainfield, illinois, usa",39
14887,111174,"austin, texas, usa",
14942,114368,"mechanicsville, maryland, usa",33
15518,115003,"asheville, north carolina, usa",43
15671,125519,"irvine, california, usa",40
15766,130571,"summerville, south carolina, usa",
15888,140358,"san diego, california, usa",
16077,145641,"madison, new jersey, usa",
16145,147224,"mechanicsburg, pennsylvania, usa",41
16181,149069,"struthers, ohio, usa",30
16236,152354,"boston, massachusetts, usa",
