,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
0,0446520802,The Notebook,Nicholas Sparks,1996,Warner Books
47,038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday
118,0425115801,Lightning,Dean R. Koontz,1996,Berkley Publishing Group
157,0449006522,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books
205,0553561618,Dark Paradise,TAMI HOAG,1994,Bantam
245,055356451X,Night Sins,TAMI HOAG,1995,Bantam
295,0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner
347,0451166892,The Pillars of the Earth,Ken Follett,1996,Signet Book
422,0451167317,The Dark Half,Stephen King,1994,Signet Book
488,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
675,0330332775,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK)
742,0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling
817,0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade
863,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids
933,0316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
1003,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
1062,0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
1169,0440241537,The King of Torts,JOHN GRISHAM,2003,Dell
1253,002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc
1327,0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
1917,0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday
2343,0804106304,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
2521,0971880107,Wild Animus,Rich Shapero,2004,Too Far
2973,0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic
3098,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books
3377,0446310786,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company
3567,0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
3665,0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group
3716,0440220602,The Chamber,John Grisham,1995,Dell Publishing Company
3849,0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books
3895,0671793489,All Around the Town,Mary Higgins Clark,1993,Pocket Star
3946,0671011367,Deja Dead,Kathy Reichs,1998,Pocket
3994,0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy
4053,0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch
4123,0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks
4222,0380731851,Mystic River,Dennis Lehane,2002,HarperTorch
4318,0446605484,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision
4395,0446611212,Violets Are Blue,James Patterson,2002,Warner Vision
4478,0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book
4517,0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press
4609,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
4786,074343627X,Dreamcatcher,Stephen King,2001,Pocket
4868,1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books
4919,0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins
5019,0385503822,The Summons,John Grisham,2002,Doubleday Books
5105,0425189864,Mortal Prey,John Sandford,2003,Berkley Publishing Group
5132,0440241073,The Summons,John Grisham,2002,Dell Publishing Company
5304,0345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey
5446,0671027662,Coast Road: A Novel,Barbara Delinsky,1999,Pocket Books
5472,034541389X,Flesh and Blood,Jonathan Kellerman,2002,Ballantine Books
5523,0449221512,I Is for Innocent,Sue Grafton,1994,Fawcett Books
5577,0670894184,Back Roads,Tawni O'Dell,2000,Viking Books
5611,0425175405,Black Notice,Patricia Daniels Cornwell,2000,Berkley Publishing Group
5689,0440225701,The Street Lawyer,JOHN GRISHAM,1999,Dell
5799,067102423X,Bag of Bones,Stephen King,1999,Pocket
5885,0425178102,Big Trouble,Dave Barry,2001,Berkley Publishing Group
5919,0446609404,Cradle and All,James Patterson,2001,Warner Vision
5976,0446610038,1st to Die: A Novel,James Patterson,2002,Warner Vision
6131,0345404114,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books
6170,0385479565,The Hot Zone,Richard Preston,1995,Anchor
6235,0553580930,A Man in Full,Tom Wolfe,1999,Bantam
6264,0804114986,The Bonesetter's Daughter,Amy Tan,2002,Ballantine Books
6361,0440414806,Holes (Yearling Newbery),LOUIS SACHAR,2000,Yearling
6430,0671042858,The Girl Who Loved Tom Gordon,Stephen King,2000,Pocket
6516,0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA
6601,0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books
6666,0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch
6810,0060987561,I Know This Much Is True,Wally Lamb,1999,Regan Books
6897,0345413881,Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2001,Ballantine Books
6933,0385475721,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese
6971,042511774X,Breathing Lessons,Anne Tyler,1994,Berkley Publishing Group
7011,0440236673,The Brethren,John Grisham,2000,Island
7145,0446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books
7208,0446606189,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books
7277,0446609323,Black Friday,James Patterson,1989,Warner Vision
7315,0449134482,Dances With Wolves,Michael Blake,1990,Fawcett Books
7338,0553268880,The Prince of Tides,Pat Conroy,1987,Bantam Books
7405,0553572997,The Alienist,Caleb Carr,1995,Bantam Books
7515,0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket
7710,0671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner
7839,0679746048,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage
7951,1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,Health Communications
8072,0316969680,The Beach House,James Patterson,2002,"Little, Brown"
8137,0375703861,White Teeth: A Novel,Zadie Smith,2001,Vintage Books USA
8196,0743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster
