,User-ID,Location,Age
0,7158,"omaha, nebraska, usa",30
18,8253,"tulsa, oklahoma, usa",26
47,11676,"n/a, n/a, n/a",
492,12589,"lincoln, nebraska, usa",
494,13279,"moodus, connecticut, usa",
498,19371,"royal oak, michigan, usa",52
499,23768,"st. louis, missouri, usa",45
518,24878,"ottawa, ontario, canada",
521,26525,"mountain view, california, usa",56
522,27617,"beaverton, ontario, canada",32
530,30261,"manchester, missouri, usa",27
534,30711,"sydney, new south wales, australia",32
552,35845,"rochester, new hampshire, usa",
554,63507,"lomita, california, usa",
561,64679,"buffalo grove, illinois, usa",
567,85993,"portland, oregon, usa",40
581,91761,"minneapolis, minnesota, usa",
587,99720,"dahlonega, georgia, usa",
597,131993,"mobile, alabama, usa",
599,132792,"west seneca, new york, usa",
601,139064,"wylie, texas, usa",
603,141444,"west springfield, massachusetts,",
637,152376,"boston, massachusetts, usa",38
639,153718,"round lake, illinois, usa",27
659,154992,"maryland heights, missouri, usa",40
666,158295,"cleveland, ohio, usa",
735,167812,"vancouver, washington, usa",38
750,169699,"vadnais heights, minnesota, usa",40
758,169784,"cincinnati, ohio, usa",52
759,170902,"austin, texas, usa",
760,172539,"lakewood, california, usa",
766,181687,"austin, texas, usa",29
796,185233,"winnemucca, nevada, usa",31
815,187863,"greenwood, south carolina, usa",33
836,190374,"kamloops, british columbia, canada",38
846,192095,"madison, wisconsin, usa",50
849,200226,"burlington, ontario, canada",39
900,201036,"virginia beach, virginia, usa",
904,208671,"simi valley, california, usa",
930,218875,"wilkes-barre, pennsylvania, usa",28
932,239135,"mobile, alabama, usa",39
933,240756,"guyton, georgia, usa",41
938,245568,"springport, michigan, usa",
945,248477,"dandridge, tennessee, usa",17
962,265383,"awendaw, south carolina, usa",
965,268540,"st. louis, missouri, usa",19
967,268751,"sheboygan, wisconsin, usa",34
970,16877,"houston, arkansas, usa",37
974,17975,"fargo, north dakota, usa",
975,20806,"union, kentucky, usa",
977,21340,"holton, kansas, usa",45
978,21356,"westwood, new jersey, usa",56
986,22625,"lynbrook, new york, usa",54
1027,23243,"colstrip, montana, usa",
1028,29168,"beacon, new york, usa",
1031,31315,"henryville, indiana, usa",34
1060,32188,"st. louis, missouri, usa",51
1067,33974,"barnhart, missouri, usa",24
1076,34588,"west linn, oregon, usa",
1093,37800,"rackerby, california, usa",63
1094,53220,"fullerton, california, usa",36
1124,53614,"barreiro, barreiro, portugal",30
1143,60337,"st. marys, georgia, usa",50
1153,64436,"san ramon, california, usa",36
1172,75819,"west falls, new york, usa",
1198,76151,"sioux falls, south dakota, usa",49
1215,76351,"clarksville, tennessee, usa",34
1221,76851,"saginaw, michigan, usa",31
1222,97919,"howell, michigan, usa",63
1223,98168,"racine, ,",
1224,100471,"new albany, indiana, usa",39
1231,100846,"plainfield, illinois, usa",39
1249,101226,"corsicana, texas, usa",59
1251,104051,"vacaville, california, usa",29
1255,109180,"huntington beach, california,",60
1257,111174,"austin, texas, usa",
1273,111358,"cameron, west virginia, usa",69
1275,113425,"chicago, illinois, usa",47
1276,114368,"mechanicsville, maryland, usa",33
1324,115003,"asheville, north carolina, usa",43
1363,115435,"cincinnati, ohio, usa",30
1384,116904,"san antonio, texas, usa",38
