,User-ID,Location,Age
0,10314,"beaverton, oregon, usa",
61,77480,"gig harbor, washington, usa",51
135,98391,"morrow, georgia, usa",52
4068,115435,"cincinnati, ohio, usa",30
4157,128045,"clearwater, florida, usa",41
4170,188513,"brookfield, wisconsin, usa",44
4190,208406,"kansas city, missouri, usa",30
4289,210597,"lake winnebago, missouri, usa",38
4322,240144,"muskego, wisconsin, usa",34
4495,244420,"kenmore, ,",
4548,260897,"chicago, illinois, usa",25
4608,7158,"omaha, nebraska, usa",30
4660,8253,"tulsa, oklahoma, usa",26
4729,11676,"n/a, n/a, n/a",
11665,23768,"st. louis, missouri, usa",45
11818,27617,"beaverton, ontario, canada",32
11875,30261,"manchester, missouri, usa",27
11891,30711,"sydney, new south wales, australia",32
12008,85993,"portland, oregon, usa",40
12068,141444,"west springfield, massachusetts,",
12159,153718,"round lake, illinois, usa",27
12228,154992,"maryland heights, missouri, usa",40
12280,158295,"cleveland, ohio, usa",
12774,167812,"vancouver, washington, usa",38
12813,169699,"vadnais heights, minnesota, usa",40
12853,181687,"austin, texas, usa",29
12918,185233,"winnemucca, nevada, usa",31
13393,200226,"burlington, ontario, canada",39
13589,208671,"simi valley, california, usa",
13704,240756,"guyton, georgia, usa",41
13744,248477,"dandridge, tennessee, usa",17
13815,268751,"sheboygan, wisconsin, usa",34
13853,192101,"paris, ile de france, france",29
13867,21356,"westwood, new jersey, usa",56
13891,22625,"lynbrook, new york, usa",54
13979,31315,"henryville, indiana, usa",34
14261,33974,"barnhart, missouri, usa",24
14322,34588,"west linn, oregon, usa",
14368,53220,"fullerton, california, usa",36
14482,53614,"barreiro, barreiro, portugal",30
14522,60337,"st. marys, georgia, usa",50
14613,64436,"san ramon, california, usa",36
14654,75819,"west falls, new york, usa",
14746,76151,"sioux falls, south dakota, usa",49
14927,100846,"plainfield, illinois, usa",39
15006,111174,"austin, texas, usa",
15061,114368,"mechanicsville, maryland, usa",33
15637,115003,"asheville, north carolina, usa",43
15790,116904,"san antonio, texas, usa",38
