,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
0,034545104X,Flesh Tones: A Novel,M. J. Rose,2002,Ballantine Books
20,0446520802,The Notebook,Nicholas Sparks,1996,Warner Books
58,038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday
109,0425115801,Lightning,Dean R. Koontz,1996,Berkley Publishing Group
144,0449006522,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books
180,0553561618,Dark Paradise,TAMI HOAG,1994,Bantam
213,055356451X,Night Sins,TAMI HOAG,1995,Bantam
255,0060517794,Little Altars Everywhere,Rebecca Wells,2003,HarperTorch
273,0451192001,How Stella Got Her Groove Back,Terry McMillan,1997,Signet Book
285,0671537458,Waiting to Exhale,Terry McMillan,1995,Pocket
298,0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner
341,0451166892,The Pillars of the Earth,Ken Follett,1996,Signet Book
398,0451167317,The Dark Half,Stephen King,1994,Signet Book
457,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
623,0330332775,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK)
673,0061054151,Whirlwind (The X-Files),Charles Grant,1995,HarperEntertainment
687,0671024108,Speaking in Tongues,Jeffery Deaver,2002,Pocket
707,0064405176,Walk Two Moons,Sharon Creech,1996,HarperTrophy
722,0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling
784,0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade
821,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids
880,0440225825,Move to Strike,Perri O'Shaughnessy,2001,Island
904,0316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
954,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
987,0385729340,The Second Summer of the Sisterhood,ANN BRASHARES,2003,Delacorte Books for Young Readers
1009,0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
1086,0449217264,Alaska,James A. Michener,1994,Fawcett Books
1100,0345423402,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002,Ballantine Books
1131,044020562X,One,Richard Bach,1989,Dell
1145,042518109X,Whispers,Dean R. Koontz,2001,Berkley Publishing Group
1156,0671723650,How To Win Friends And Influence People,Dale Carnegie,1990,Pocket
1166,0446613843,The Jester,James Patterson,2004,Warner Books
1183,0440241537,The King of Torts,JOHN GRISHAM,2003,Dell
1249,002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc
1310,0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
1708,0345391810,The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1995,Ballantine Books
1732,0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday
2049,0679745580,In Cold Blood (Vintage International),TRUMAN CAPOTE,1994,Vintage
2061,0804106304,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
2195,0971880107,Wild Animus,Rich Shapero,2004,Too Far
2445,059030271X,Charlotte's Web,E. B. White,1974,Scholastic Paperbacks (T)
2462,0060964049,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin,1989,Perennial
2490,0380807343,Coraline,Neil Gaiman,2003,HarperTrophy
2514,0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic
2627,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books
2835,0446310786,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company
2983,0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
3071,0345354621,The Terminal Man,Michael Crichton,1988,Ballantine Books
3094,0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group
3135,0440220602,The Chamber,John Grisham,1995,Dell Publishing Company
3235,0765342987,Kushiel's Dart,Jacqueline Carey,2002,Tor Books
3256,0812550307,"The Fires of Heaven (The Wheel of Time, Book 5)",Robert Jordan,1994,Tor Fantasy
3272,0060930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial
3300,0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books
