,User-ID,Location,Age
0,2313,"cincinnati, ohio, usa",23
14,8680,"st. charles county, missouri, usa",2
22,10314,"beaverton, oregon, usa",
72,77480,"gig harbor, washington, usa",51
126,94362,"northridge, california, usa",39
133,98391,"morrow, georgia, usa",52
1225,112199,"union, kentucky, usa",72
1234,115435,"cincinnati, ohio, usa",30
1303,128045,"clearwater, florida, usa",41
1315,128276,"los angeles, ,",
1324,188513,"brookfield, wisconsin, usa",44
1342,208406,"kansas city, missouri, usa",30
1412,210597,"lake winnebago, missouri, usa",38
1430,227886,"charlotte, north carolina, usa",1
1433,240144,"muskego, wisconsin, usa",34
1523,243142,"westerville, ohio, usa",51
1531,244420,"kenmore, ,",
1572,257492,"san diego, ,",
1586,260897,"chicago, illinois, usa",25
1636,274925,"enfield, connecticut, usa",
1643,7158,"omaha, nebraska, usa",30
1684,8253,"tulsa, oklahoma, usa",26
1739,11676,"n/a, n/a, n/a",
4994,13279,"moodus, connecticut, usa",
5005,23768,"st. louis, missouri, usa",45
5082,24878,"ottawa, ontario, canada",
5089,27617,"beaverton, ontario, canada",32
5119,30261,"manchester, missouri, usa",27
5128,30711,"sydney, new south wales, australia",32
5191,35845,"rochester, new hampshire, usa",
5199,63507,"lomita, california, usa",
5209,64679,"buffalo grove, illinois, usa",
5223,85993,"portland, oregon, usa",40
5269,91761,"minneapolis, minnesota, usa",
5281,99720,"dahlonega, georgia, usa",
5306,141444,"west springfield, massachusetts,",
5383,153718,"round lake, illinois, usa",27
5446,154992,"maryland heights, missouri, usa",40
5473,158295,"cleveland, ohio, usa",
5786,167812,"vancouver, washington, usa",38
5819,169699,"vadnais heights, minnesota, usa",40
5848,169784,"cincinnati, ohio, usa",52
5851,172539,"lakewood, california, usa",
5862,181687,"austin, texas, usa",29
5919,185233,"winnemucca, nevada, usa",31
6084,187863,"greenwood, south carolina, usa",33
6112,190374,"kamloops, british columbia, canada",38
6132,200226,"burlington, ontario, canada",39
6274,201036,"virginia beach, virginia, usa",
6287,208671,"simi valley, california, usa",
6367,218875,"wilkes-barre, pennsylvania, usa",28
6375,239135,"mobile, alabama, usa",39
6377,240756,"guyton, georgia, usa",41
6397,245568,"springport, michigan, usa",
6415,248477,"dandridge, tennessee, usa",17
6471,265383,"awendaw, south carolina, usa",
6477,268540,"st. louis, missouri, usa",19
6493,268751,"sheboygan, wisconsin, usa",34
6519,16877,"houston, arkansas, usa",37
6527,21356,"westwood, new jersey, usa",56
6549,22625,"lynbrook, new york, usa",54
6622,29168,"beacon, new york, usa",
6626,31315,"henryville, indiana, usa",34
6833,32188,"st. louis, missouri, usa",51
6844,33974,"barnhart, missouri, usa",24
6877,34588,"west linn, oregon, usa",
6918,53220,"fullerton, california, usa",36
7016,53614,"barreiro, barreiro, portugal",30
7049,60337,"st. marys, georgia, usa",50
7087,64436,"san ramon, california, usa",36
7126,75819,"west falls, new york, usa",
7181,76151,"sioux falls, south dakota, usa",49
7339,76351,"clarksville, tennessee, usa",34
7351,100846,"plainfield, illinois, usa",39
7411,104051,"vacaville, california, usa",29
7422,109180,"huntington beach, california,",60
7425,111174,"austin, texas, usa",
7461,114368,"mechanicsville, maryland, usa",33
7886,115003,"asheville, north carolina, usa",43
7983,116904,"san antonio, texas, usa",38
8009,125519,"irvine, california, usa",40
8080,130571,"summerville, south carolina, usa",
8173,140358,"san diego, california, usa",
8329,141719,"houston, texas, usa",
8344,145641,"madison, new jersey, usa",
8377,147224,"mechanicsburg, pennsylvania, usa",41
8403,149069,"struthers, ohio, usa",30
8440,152354,"boston, massachusetts, usa",
8454,187256,"citrus heights, california, usa",
8542,193778,"dallas, georgia, usa",
8606,197206,"virginia beach, virginia, usa",
8623,198213,"williamsburg/norfolk, virginia, usa",19
8639,200422,"plainfield, illinois, usa",29
8659,203506,"rye brook, new york, usa",18
8669,210485,"carmichael, california, usa",35
8798,212568,"huntington beach, california, usa",
8809,215988,"lake oswego, oregon, usa",42
8857,218615,"snoqualmie, washington, usa",
8871,235146,"oak park, illinois, usa",39
8887,240643,"niceville, florida, usa",
8908,251164,"trabuco canyon, california, usa",59
8937,252820,"montreal, quebec, canada",33
9004,253780,"fredericton, new brunswick,",25
9007,254053,"hackettstown, new jersey, usa",27
9019,259259,"woodruff, south carolina, usa",30
9043,259629,"carrollton, texas, usa",51
9103,265202,"manchester, vermont, usa",38
9107,2288,"spring hill, tennessee, usa",30
9115,4938,"charleston, south carolina, usa",30
9128,9856,"glendale, colorado, usa",22
9166,13552,"cordova, tennessee, usa",32
9349,16795,"mechanicsville, maryland, usa",47
9832,25545,"hollsopple, pennsylvania, usa",33
9843,25981,"nj, new jersey, usa",
9981,31826,"jasper, missouri, usa",54
10129,48025,"concordia, missouri, usa",43
10219,55789,"pittsburgh, pennsylvania, usa",35
10230,58224,"lake park, georgia, usa",
10241,68185,"virginia beach, virginia, usa",22
10273,92658,"burlington, washington, usa",39
10281,101620,"brookland, arkansas, usa",
10308,107784,"tarentum, pennsylvania, usa",
10499,124474,"canon city, colorado, usa",53
10508,133738,"indianapolis, indiana, usa",28
10519,135045,"spring, texas, usa",29
10577,152099,"wickenburg, arizona, usa",14
10608,154944,"colony, kansas, usa",33
10625,168064,"fredericton, new brunswick, canada",
10669,171968,"irving, texas, usa",23
10686,175978,"somewhere, new jersey, usa",27
10701,184299,"omaha, nebraska, usa",31
10780,185722,"long beach, california, usa",24
10806,212427,"narragansett, rhode island, usa",
10814,216683,"san jose, california, usa",
10943,224146,"sarnia, ontario, canada",35
10958,235684,"miami, florida, usa",26
10967,246000,"saratoga, california, usa",20
10980,250016,"houston, texas, usa",17
10982,257024,"houston, ,",38
11003,260699,"toledo, ohio, usa",42
11018,278026,"east orange, new jersey, usa",56
11054,243,"arden hills, minnesota, usa",
11070,16106,"albany, california, usa",44
11112,22045,"sacramento, california, usa",
11130,23459,"knowlesville, new brunswick, canada",
11138,23511,"chapel hill, north carolina, usa",56
11160,28222,"san diego, california, usa",23
11170,30029,"simi valley, california, usa",37
11188,38660,"ottawa, ontario, canada",40
