,User-ID,Location,Age
0,2313,"cincinnati, ohio, usa",23
12,8680,"st. charles county, missouri, usa",2
20,10314,"beaverton, oregon, usa",
62,77480,"gig harbor, washington, usa",51
103,94362,"northridge, california, usa",39
110,98391,"morrow, georgia, usa",52
551,112199,"union, kentucky, usa",72
560,115435,"cincinnati, ohio, usa",30
616,128045,"clearwater, florida, usa",41
627,128276,"los angeles, ,",
636,188513,"brookfield, wisconsin, usa",44
652,208406,"kansas city, missouri, usa",30
698,210597,"lake winnebago, missouri, usa",38
711,227886,"charlotte, north carolina, usa",1
714,240144,"muskego, wisconsin, usa",34
769,243142,"westerville, ohio, usa",51
776,244420,"kenmore, ,",
815,257492,"san diego, ,",
825,260897,"chicago, illinois, usa",25
870,274925,"enfield, connecticut, usa",
874,7158,"omaha, nebraska, usa",30
905,8253,"tulsa, oklahoma, usa",26
953,11676,"n/a, n/a, n/a",
3119,12589,"lincoln, nebraska, usa",
3121,13279,"moodus, connecticut, usa",
3131,19371,"royal oak, michigan, usa",52
3134,23768,"st. louis, missouri, usa",45
3190,24878,"ottawa, ontario, canada",
3196,27617,"beaverton, ontario, canada",32
3224,30261,"manchester, missouri, usa",27
3231,30711,"sydney, new south wales, australia",32
3274,35845,"rochester, new hampshire, usa",
3281,63507,"lomita, california, usa",
3291,64679,"buffalo grove, illinois, usa",
3303,85993,"portland, oregon, usa",40
3338,91761,"minneapolis, minnesota, usa",
3349,99720,"dahlonega, georgia, usa",
3370,139064,"wylie, texas, usa",
3373,141444,"west springfield, massachusetts,",
3442,152376,"boston, massachusetts, usa",38
3444,153718,"round lake, illinois, usa",27
3497,154992,"maryland heights, missouri, usa",40
3515,158295,"cleveland, ohio, usa",
3751,167812,"vancouver, washington, usa",38
3779,169699,"vadnais heights, minnesota, usa",40
3801,169784,"cincinnati, ohio, usa",52
3804,172539,"lakewood, california, usa",
3814,181687,"austin, texas, usa",29
3864,185233,"winnemucca, nevada, usa",31
3963,187863,"greenwood, south carolina, usa",33
3991,190374,"kamloops, british columbia, canada",38
4010,192095,"madison, wisconsin, usa",50
4014,200226,"burlington, ontario, canada",39
4138,201036,"virginia beach, virginia, usa",
4150,208671,"simi valley, california, usa",
4211,218875,"wilkes-barre, pennsylvania, usa",28
4217,239135,"mobile, alabama, usa",39
4219,240756,"guyton, georgia, usa",41
4233,245568,"springport, michigan, usa",
4248,248477,"dandridge, tennessee, usa",17
4293,265383,"awendaw, south carolina, usa",
4297,268540,"st. louis, missouri, usa",19
4308,268751,"sheboygan, wisconsin, usa",34
4326,16877,"houston, arkansas, usa",37
4331,17975,"fargo, north dakota, usa",
4332,20806,"union, kentucky, usa",
4335,21356,"westwood, new jersey, usa",56
4353,22625,"lynbrook, new york, usa",54
4418,29168,"beacon, new york, usa",
4422,31315,"henryville, indiana, usa",34
4581,32188,"st. louis, missouri, usa",51
4592,33974,"barnhart, missouri, usa",24
4614,34588,"west linn, oregon, usa",
4646,53220,"fullerton, california, usa",36
4735,53614,"barreiro, barreiro, portugal",30
4765,60337,"st. marys, georgia, usa",50
4786,64436,"san ramon, california, usa",36
4819,75819,"west falls, new york, usa",
4863,76151,"sioux falls, south dakota, usa",49
4997,76351,"clarksville, tennessee, usa",34
5009,76851,"saginaw, michigan, usa",31
5010,100471,"new albany, indiana, usa",39
5017,100846,"plainfield, illinois, usa",39
5064,101226,"corsicana, texas, usa",59
5067,104051,"vacaville, california, usa",29
5078,109180,"huntington beach, california,",60
5080,111174,"austin, texas, usa",
5111,111358,"cameron, west virginia, usa",69
5113,113425,"chicago, illinois, usa",47
5115,114368,"mechanicsville, maryland, usa",33
5436,115003,"asheville, north carolina, usa",43
5516,116904,"san antonio, texas, usa",38
5541,125519,"irvine, california, usa",40
5602,130571,"summerville, south carolina, usa",
5675,136439,"palm bay, florida, usa",36
5677,140358,"san diego, california, usa",
5811,141719,"houston, texas, usa",
5824,145641,"madison, new jersey, usa",
