,User-ID,Location,Age
0,2313,"cincinnati, ohio, usa",23
23,8680,"st. charles county, missouri, usa",2
37,10314,"beaverton, oregon, usa",
98,77480,"gig harbor, washington, usa",51
172,98391,"morrow, georgia, usa",52
4105,115435,"cincinnati, ohio, usa",30
4194,128045,"clearwater, florida, usa",41
4207,128276,"los angeles, ,",
4217,188513,"brookfield, wisconsin, usa",44
4237,208406,"kansas city, missouri, usa",30
4336,210597,"lake winnebago, missouri, usa",38
4369,227886,"charlotte, north carolina, usa",1
4377,240144,"muskego, wisconsin, usa",34
4550,243142,"westerville, ohio, usa",51
4558,244420,"kenmore, ,",
4611,257492,"san diego, ,",
4627,260897,"chicago, illinois, usa",25
4687,274925,"enfield, connecticut, usa",
4700,7158,"omaha, nebraska, usa",30
4752,8253,"tulsa, oklahoma, usa",26
4821,11676,"n/a, n/a, n/a",
11757,13279,"moodus, connecticut, usa",
11771,23768,"st. louis, missouri, usa",45
11924,24878,"ottawa, ontario, canada",
11936,27617,"beaverton, ontario, canada",32
11993,30261,"manchester, missouri, usa",27
12009,30711,"sydney, new south wales, australia",32
12126,63507,"lomita, california, usa",
12139,64679,"buffalo grove, illinois, usa",
12154,85993,"portland, oregon, usa",40
12214,91761,"minneapolis, minnesota, usa",
12229,99720,"dahlonega, georgia, usa",
12263,141444,"west springfield, massachusetts,",
12354,153718,"round lake, illinois, usa",27
12423,154992,"maryland heights, missouri, usa",40
12475,158295,"cleveland, ohio, usa",
12969,167812,"vancouver, washington, usa",38
13008,169699,"vadnais heights, minnesota, usa",40
13048,172539,"lakewood, california, usa",
13062,181687,"austin, texas, usa",29
13127,185233,"winnemucca, nevada, usa",31
13602,187863,"greenwood, south carolina, usa",33
13633,190374,"kamloops, british columbia, canada",38
13655,200226,"burlington, ontario, canada",39
13851,201036,"virginia beach, virginia, usa",
13866,208671,"simi valley, california, usa",
13981,218875,"wilkes-barre, pennsylvania, usa",28
13992,240756,"guyton, georgia, usa",41
14032,245568,"springport, michigan, usa",
14050,248477,"dandridge, tennessee, usa",17
14121,265383,"awendaw, south carolina, usa",
14134,268540,"st. louis, missouri, usa",19
14152,268751,"sheboygan, wisconsin, usa",34
14190,192101,"paris, ile de france, france",29
14204,16877,"houston, arkansas, usa",37
14213,21356,"westwood, new jersey, usa",56
14237,22625,"lynbrook, new york, usa",54
14325,31315,"henryville, indiana, usa",34
14607,32188,"st. louis, missouri, usa",51
14619,33974,"barnhart, missouri, usa",24
14680,34588,"west linn, oregon, usa",
14726,53220,"fullerton, california, usa",36
14840,53614,"barreiro, barreiro, portugal",30
14880,60337,"st. marys, georgia, usa",50
14971,64436,"san ramon, california, usa",36
15012,75819,"west falls, new york, usa",
15104,76151,"sioux falls, south dakota, usa",49
15285,76351,"clarksville, tennessee, usa",34
15298,100846,"plainfield, illinois, usa",39
15377,109180,"huntington beach, california,",60
15384,111174,"austin, texas, usa",
15439,114368,"mechanicsville, maryland, usa",33
16015,115003,"asheville, north carolina, usa",43
16168,116904,"san antonio, texas, usa",38
16203,125519,"irvine, california, usa",40
16298,130571,"summerville, south carolina, usa",
16420,140358,"san diego, california, usa",
16609,141719,"houston, texas, usa",
16627,145641,"madison, new jersey, usa",
16695,147224,"mechanicsburg, pennsylvania, usa",41
16731,149069,"struthers, ohio, usa",30
16786,152354,"boston, massachusetts, usa",
16804,187256,"citrus heights, california, usa",
16911,193778,"dallas, georgia, usa",
16988,197206,"virginia beach, virginia, usa",
17009,198213,"williamsburg/norfolk, virginia, usa",19
17031,200422,"plainfield, illinois, usa",29
17056,203506,"rye brook, new york, usa",18
17069,210485,"carmichael, california, usa",35
17240,212568,"huntington beach, california, usa",
17255,215988,"lake oswego, oregon, usa",42
17314,218615,"snoqualmie, washington, usa",
17331,235146,"oak park, illinois, usa",39
17351,240643,"niceville, florida, usa",
17374,251164,"trabuco canyon, california, usa",59
17405,252820,"montreal, quebec, canada",33
17505,253780,"fredericton, new brunswick,",25
17509,254053,"hackettstown, new jersey, usa",27
17525,259259,"woodruff, south carolina, usa",30
17552,259629,"carrollton, texas, usa",51
17622,265202,"manchester, vermont, usa",38
17631,2288,"spring hill, tennessee, usa",30
17645,4938,"charleston, south carolina, usa",30
17666,9856,"glendale, colorado, usa",22
17722,13552,"cordova, tennessee, usa",32
17934,16795,"mechanicsville, maryland, usa",47
18754,25981,"nj, new jersey, usa",
19019,31826,"jasper, missouri, usa",54
19320,48025,"concordia, missouri, usa",43
19455,55789,"pittsburgh, pennsylvania, usa",35
19466,58224,"lake park, georgia, usa",
19481,68185,"virginia beach, virginia, usa",22
19536,101620,"brookland, arkansas, usa",
19575,107784,"tarentum, pennsylvania, usa",
19965,124474,"canon city, colorado, usa",53
19975,133738,"indianapolis, indiana, usa",28
19987,135045,"spring, texas, usa",29
20049,152099,"wickenburg, arizona, usa",14
20095,154944,"colony, kansas, usa",33
20128,168064,"fredericton, new brunswick, canada",
20178,171968,"irving, texas, usa",23
20207,175978,"somewhere, new jersey, usa",27
20228,184299,"omaha, nebraska, usa",31
20358,185722,"long beach, california, usa",24
20392,212427,"narragansett, rhode island, usa",
20402,216683,"san jose, california, usa",
20615,224146,"sarnia, ontario, canada",35
20634,235684,"miami, florida, usa",26
20643,246000,"saratoga, california, usa",20
20657,250016,"houston, texas, usa",17
20659,257024,"houston, ,",38
20681,260699,"toledo, ohio, usa",42
20703,278026,"east orange, new jersey, usa",56
20745,243,"arden hills, minnesota, usa",
20763,16106,"albany, california, usa",44
20818,22045,"sacramento, california, usa",
20836,23459,"knowlesville, new brunswick, canada",
20845,23511,"chapel hill, north carolina, usa",56
20872,28222,"san diego, california, usa",23
20884,30029,"simi valley, california, usa",37
20906,38660,"ottawa, ontario, canada",40
20938,53575,"watkins glen, new york, usa",30
20954,61216,"bettendorf, iowa, usa",
20964,92810,"manistee, michigan, usa",60
21095,114662,"florenceville, new brunswick, canada",
21101,119631,"madison, wisconsin, usa",46
21114,129489,"vancouver, british columbia, canada",24
21141,163690,"mason, ohio, usa",31
21144,169181,"trinity center, california, usa",53
21148,187517,"brooklyn, new york, usa",28
21305,193458,"toronto, ontario, canada",40
21389,208829,"fredericton, new brunswick, canada",
21466,219683,"santa ana, california, usa",32
21616,225199,"toronto, ontario, canada",54
21759,231252,"woodstock, ,",
21764,232945,"newport, rhode island, usa",28
21871,276038,"oklahoma city, oklahoma, usa",27
21886,12824,"long beach, california, usa",18
21977,23872,"tulsa, oklahoma, usa",22
22233,26620,"napa, california,",
22260,48046,"central sq., new york, usa",
22307,52472,"frisco/dallas, texas, usa",209
22313,55892,"plantersville, texas, usa",45
22409,70052,"st. john`s, ontario, canada",30
22455,70415,"crescent city, florida, usa",57
22570,76102,"buckfield, maine, usa",33
22588,78973,"amadora, lisboa, portugal",29
22967,84795,"alpharetta, ,",
23014,110373,"livingston, new jersey, usa",
23067,143837,"san antonio, texas, usa",28
23093,144478,"galveston, texas, usa",39
23119,154469,"trois-rivières ouest, quebec, canada",
23182,179718,"leroy, ,",39
23301,182085,"ginsheim, hessen, germany",
23773,201969,"vancouver, british columbia, canada",
23843,207349,"seadrift, texas, usa",25
23916,213523,"brookville, pennsylvania, usa",
23965,217318,"sackville, new brunswick, canada",
24089,220597,"toronto, ontario, canada",26
24149,238419,"lapeer, michigan, usa",
24165,238889,"clark fork, idaho, usa",33
24232,251843,"homer city, pennsylvania, usa",
24391,252347,"springfield, virginia, usa",52
24435,17859,"roanoke, virginia, usa",43
24462,26516,"victor, montana, usa",67
24505,30972,"columbiana, alabama, usa",47
24547,72636,"north richland hills, texas, usa",
24558,87712,"yarmouth, nova scotia, canada",19
24618,93179,"san diego, california, usa",
24672,95049,"alverca, ribatejo, portugal",25
24674,112845,"fort langley, british columbia, canada",
24688,113270,"evanston, illinois, usa",25
24781,126736,"fulton, missouri, usa",38
