,User-ID,Location,Age
0,7158,"omaha, nebraska, usa",30
18,8253,"tulsa, oklahoma, usa",26
47,11676,"n/a, n/a, n/a",
492,13279,"moodus, connecticut, usa",
496,23768,"st. louis, missouri, usa",45
515,24878,"ottawa, ontario, canada",
518,27617,"beaverton, ontario, canada",32
526,30261,"manchester, missouri, usa",27
530,30711,"sydney, new south wales, australia",32
548,35845,"rochester, new hampshire, usa",
550,63507,"lomita, california, usa",
557,64679,"buffalo grove, illinois, usa",
563,85993,"portland, oregon, usa",40
577,91761,"minneapolis, minnesota, usa",
583,99720,"dahlonega, georgia, usa",
593,141444,"west springfield, massachusetts,",
627,153718,"round lake, illinois, usa",27
647,154992,"maryland heights, missouri, usa",40
654,158295,"cleveland, ohio, usa",
723,167812,"vancouver, washington, usa",38
738,169699,"vadnais heights, minnesota, usa",40
746,169784,"cincinnati, ohio, usa",52
747,172539,"lakewood, california, usa",
753,181687,"austin, texas, usa",29
783,185233,"winnemucca, nevada, usa",31
802,187863,"greenwood, south carolina, usa",33
823,190374,"kamloops, british columbia, canada",38
833,200226,"burlington, ontario, canada",39
884,201036,"virginia beach, virginia, usa",
888,208671,"simi valley, california, usa",
914,218875,"wilkes-barre, pennsylvania, usa",28
916,239135,"mobile, alabama, usa",39
917,240756,"guyton, georgia, usa",41
922,245568,"springport, michigan, usa",
929,248477,"dandridge, tennessee, usa",17
946,265383,"awendaw, south carolina, usa",
949,268540,"st. louis, missouri, usa",19
951,268751,"sheboygan, wisconsin, usa",34
954,16877,"houston, arkansas, usa",37
958,21356,"westwood, new jersey, usa",56
966,22625,"lynbrook, new york, usa",54
1007,29168,"beacon, new york, usa",
1010,31315,"henryville, indiana, usa",34
1039,32188,"st. louis, missouri, usa",51
1046,33974,"barnhart, missouri, usa",24
1055,34588,"west linn, oregon, usa",
1072,53220,"fullerton, california, usa",36
1102,53614,"barreiro, barreiro, portugal",30
1121,60337,"st. marys, georgia, usa",50
1131,64436,"san ramon, california, usa",36
1150,75819,"west falls, new york, usa",
1176,76151,"sioux falls, south dakota, usa",49
1193,76351,"clarksville, tennessee, usa",34
1199,100846,"plainfield, illinois, usa",39
1217,104051,"vacaville, california, usa",29
1221,109180,"huntington beach, california,",60
1223,111174,"austin, texas, usa",
1239,114368,"mechanicsville, maryland, usa",33
1287,115003,"asheville, north carolina, usa",43
1326,115435,"cincinnati, ohio, usa",30
1347,116904,"san antonio, texas, usa",38
1360,125519,"irvine, california, usa",40
1391,130571,"summerville, south carolina, usa",
1416,140358,"san diego, california, usa",
1475,141719,"houston, texas, usa",
1482,145641,"madison, new jersey, usa",
1497,147224,"mechanicsburg, pennsylvania, usa",41
1506,149069,"struthers, ohio, usa",30
1515,152354,"boston, massachusetts, usa",
1517,187256,"citrus heights, california, usa",
1555,193778,"dallas, georgia, usa",
1568,197206,"virginia beach, virginia, usa",
1580,198213,"williamsburg/norfolk, virginia, usa",19
1590,200422,"plainfield, illinois, usa",29
1596,203506,"rye brook, new york, usa",18
1600,210485,"carmichael, california, usa",35
1648,212568,"huntington beach, california, usa",
1649,215988,"lake oswego, oregon, usa",42
1669,218615,"snoqualmie, washington, usa",
1672,235146,"oak park, illinois, usa",39
1679,240643,"niceville, florida, usa",
