,User-ID,Location,Age
0,2313,"cincinnati, ohio, usa",23
12,8680,"st. charles county, missouri, usa",2
20,10314,"beaverton, oregon, usa",
62,77480,"gig harbor, washington, usa",51
103,94362,"northridge, california, usa",39
110,98391,"morrow, georgia, usa",52
551,112199,"union, kentucky, usa",72
560,115435,"cincinnati, ohio, usa",30
616,128045,"clearwater, florida, usa",41
627,128276,"los angeles, ,",
636,188513,"brookfield, wisconsin, usa",44
652,208406,"kansas city, missouri, usa",30
698,210597,"lake winnebago, missouri, usa",38
711,227886,"charlotte, north carolina, usa",1
714,240144,"muskego, wisconsin, usa",34
769,243142,"westerville, ohio, usa",51
776,244420,"kenmore, ,",
815,257492,"san diego, ,",
825,260897,"chicago, illinois, usa",25
870,274925,"enfield, connecticut, usa",
874,7158,"omaha, nebraska, usa",30
905,8253,"tulsa, oklahoma, usa",26
953,11676,"n/a, n/a, n/a",
3119,13279,"moodus, connecticut, usa",
3129,23768,"st. louis, missouri, usa",45
3185,24878,"ottawa, ontario, canada",
3191,27617,"beaverton, ontario, canada",32
3219,30261,"manchester, missouri, usa",27
3226,30711,"sydney, new south wales, australia",32
3269,35845,"rochester, new hampshire, usa",
3276,63507,"lomita, california, usa",
3286,64679,"buffalo grove, illinois, usa",
3298,85993,"portland, oregon, usa",40
3333,91761,"minneapolis, minnesota, usa",
3344,99720,"dahlonega, georgia, usa",
3365,141444,"west springfield, massachusetts,",
3434,153718,"round lake, illinois, usa",27
3487,154992,"maryland heights, missouri, usa",40
3505,158295,"cleveland, ohio, usa",
3741,167812,"vancouver, washington, usa",38
3769,169699,"vadnais heights, minnesota, usa",40
3791,169784,"cincinnati, ohio, usa",52
3794,172539,"lakewood, california, usa",
3804,181687,"austin, texas, usa",29
3854,185233,"winnemucca, nevada, usa",31
3953,187863,"greenwood, south carolina, usa",33
3981,190374,"kamloops, british columbia, canada",38
4000,200226,"burlington, ontario, canada",39
4124,201036,"virginia beach, virginia, usa",
4136,208671,"simi valley, california, usa",
4197,218875,"wilkes-barre, pennsylvania, usa",28
4203,239135,"mobile, alabama, usa",39
4205,240756,"guyton, georgia, usa",41
4219,245568,"springport, michigan, usa",
4234,248477,"dandridge, tennessee, usa",17
4279,265383,"awendaw, south carolina, usa",
4283,268540,"st. louis, missouri, usa",19
4294,268751,"sheboygan, wisconsin, usa",34
4312,16877,"houston, arkansas, usa",37
4317,21356,"westwood, new jersey, usa",56
4335,22625,"lynbrook, new york, usa",54
4400,29168,"beacon, new york, usa",
4404,31315,"henryville, indiana, usa",34
4563,32188,"st. louis, missouri, usa",51
4574,33974,"barnhart, missouri, usa",24
4596,34588,"west linn, oregon, usa",
4628,53220,"fullerton, california, usa",36
4717,53614,"barreiro, barreiro, portugal",30
4747,60337,"st. marys, georgia, usa",50
4768,64436,"san ramon, california, usa",36
4801,75819,"west falls, new york, usa",
4845,76151,"sioux falls, south dakota, usa",49
4979,76351,"clarksville, tennessee, usa",34
4991,100846,"plainfield, illinois, usa",39
5038,104051,"vacaville, california, usa",29
5049,109180,"huntington beach, california,",60
5051,111174,"austin, texas, usa",
5082,114368,"mechanicsville, maryland, usa",33
5403,115003,"asheville, north carolina, usa",43
5483,116904,"san antonio, texas, usa",38
5508,125519,"irvine, california, usa",40
5569,130571,"summerville, south carolina, usa",
5642,140358,"san diego, california, usa",
5776,141719,"houston, texas, usa",
5789,145641,"madison, new jersey, usa",
5817,147224,"mechanicsburg, pennsylvania, usa",41
5837,149069,"struthers, ohio, usa",30
5866,152354,"boston, massachusetts, usa",
5877,187256,"citrus heights, california, usa",
5953,193778,"dallas, georgia, usa",
5996,197206,"virginia beach, virginia, usa",
6011,198213,"williamsburg/norfolk, virginia, usa",19
6025,200422,"plainfield, illinois, usa",29
6042,203506,"rye brook, new york, usa",18
6051,210485,"carmichael, california, usa",35
6154,212568,"huntington beach, california, usa",
6162,215988,"lake oswego, oregon, usa",42
6206,218615,"snoqualmie, washington, usa",
