,User-ID,Location,Age
0,10314,"beaverton, oregon, usa",
33,77480,"gig harbor, washington, usa",51
56,98391,"morrow, georgia, usa",52
161,115435,"cincinnati, ohio, usa",30
197,128045,"clearwater, florida, usa",41
208,188513,"brookfield, wisconsin, usa",44
218,208406,"kansas city, missouri, usa",30
243,210597,"lake winnebago, missouri, usa",38
250,240144,"muskego, wisconsin, usa",34
274,244420,"kenmore, ,",
307,260897,"chicago, illinois, usa",25
338,7158,"omaha, nebraska, usa",30
362,8253,"tulsa, oklahoma, usa",26
401,11676,"n/a, n/a, n/a",
1404,23768,"st. louis, missouri, usa",45
1439,27617,"beaverton, ontario, canada",32
1460,30261,"manchester, missouri, usa",27
1465,30711,"sydney, new south wales, australia",32
1492,85993,"portland, oregon, usa",40
1516,141444,"west springfield, massachusetts,",
1570,153718,"round lake, illinois, usa",27
1605,154992,"maryland heights, missouri, usa",40
1618,158295,"cleveland, ohio, usa",
1760,167812,"vancouver, washington, usa",38
1783,169699,"vadnais heights, minnesota, usa",40
1796,181687,"austin, texas, usa",29
1836,185233,"winnemucca, nevada, usa",31
1887,200226,"burlington, ontario, canada",39
1980,208671,"simi valley, california, usa",
2019,240756,"guyton, georgia, usa",41
2025,248477,"dandridge, tennessee, usa",17
2053,268751,"sheboygan, wisconsin, usa",34
2061,21356,"westwood, new jersey, usa",56
2075,22625,"lynbrook, new york, usa",54
2125,31315,"henryville, indiana, usa",34
2209,33974,"barnhart, missouri, usa",24
2221,34588,"west linn, oregon, usa",
2243,53220,"fullerton, california, usa",36
2296,53614,"barreiro, barreiro, portugal",30
2322,60337,"st. marys, georgia, usa",50
2337,64436,"san ramon, california, usa",36
2361,75819,"west falls, new york, usa",
2394,76151,"sioux falls, south dakota, usa",49
2438,100846,"plainfield, illinois, usa",39
2465,111174,"austin, texas, usa",
2488,114368,"mechanicsville, maryland, usa",33
2634,115003,"asheville, north carolina, usa",43
2690,116904,"san antonio, texas, usa",38
2711,125519,"irvine, california, usa",40
2758,130571,"summerville, south carolina, usa",
2806,140358,"san diego, california, usa",
2909,145641,"madison, new jersey, usa",
2926,147224,"mechanicsburg, pennsylvania, usa",41
2939,149069,"struthers, ohio, usa",30
2958,152354,"boston, massachusetts, usa",
2961,187256,"citrus heights, california, usa",
3014,193778,"dallas, georgia, usa",
3039,200422,"plainfield, illinois, usa",29
3049,210485,"carmichael, california, usa",35
3117,215988,"lake oswego, oregon, usa",42
3148,252820,"montreal, quebec, canada",33
3175,254053,"hackettstown, new jersey, usa",27
3182,259629,"carrollton, texas, usa",51
3219,4938,"charleston, south carolina, usa",30
3230,9856,"glendale, colorado, usa",22
3243,13552,"cordova, tennessee, usa",32
3348,16795,"mechanicsville, maryland, usa",47
3585,25981,"nj, new jersey, usa",
3656,31826,"jasper, missouri, usa",54
3742,48025,"concordia, missouri, usa",43
3791,68185,"virginia beach, virginia, usa",22
3803,101620,"brookland, arkansas, usa",
3823,107784,"tarentum, pennsylvania, usa",
3895,135045,"spring, texas, usa",29
3932,152099,"wickenburg, arizona, usa",14
3945,154944,"colony, kansas, usa",33
3949,168064,"fredericton, new brunswick, canada",
3971,171968,"irving, texas, usa",23
3978,184299,"omaha, nebraska, usa",31
4025,185722,"long beach, california, usa",24
4041,216683,"san jose, california, usa",
4095,246000,"saratoga, california, usa",20
4105,260699,"toledo, ohio, usa",42
4111,278026,"east orange, new jersey, usa",56
4129,243,"arden hills, minnesota, usa",
4143,16106,"albany, california, usa",44
4163,23511,"chapel hill, north carolina, usa",56
4179,92810,"manistee, michigan, usa",60
4216,187517,"brooklyn, new york, usa",28
4241,193458,"toronto, ontario, canada",40
4269,208829,"fredericton, new brunswick, canada",
4309,219683,"santa ana, california, usa",32
4367,225199,"toronto, ontario, canada",54
4378,232945,"newport, rhode island, usa",28
4438,12824,"long beach, california, usa",18
4451,23872,"tulsa, oklahoma, usa",22
4507,48046,"central sq., new york, usa",
4536,55892,"plantersville, texas, usa",45
4561,70052,"st. john`s, ontario, canada",30
4584,70415,"crescent city, florida, usa",57
4607,76102,"buckfield, maine, usa",33
4618,78973,"amadora, lisboa, portugal",29
4729,110373,"livingston, new jersey, usa",
4751,143837,"san antonio, texas, usa",28
4764,144478,"galveston, texas, usa",39
4785,154469,"trois-rivières ouest, quebec, canada",
4820,179718,"leroy, ,",39
4876,182085,"ginsheim, hessen, germany",
4903,201969,"vancouver, british columbia, canada",
4936,207349,"seadrift, texas, usa",25
4950,213523,"brookville, pennsylvania, usa",
4957,217318,"sackville, new brunswick, canada",
5023,220597,"toronto, ontario, canada",26
5042,238889,"clark fork, idaho, usa",33
5061,251843,"homer city, pennsylvania, usa",
